,season,episode,category,value,clue,answer
13,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",COLORS,600,"Completes the lyric ""For they're hangin' men & women there for the wearin' o'…""",green
14,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",6-LETTER WORDS,600,"To exhale, or to stop breathing entirely",expire
15,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",INTERNATIONAL CUISINE,600,The Italian dish Osso Buco is made with this type of meat,veal
16,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",HIGHWAYS & BYWAYS,600,"It's the route followed by the Joad family in ""The Grapes of Wrath""",Route 66
17,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",ART WORLD BLOCKBUSTERS,600,"Dutch-born U.S. abstract expressionist, his ""Interchange"" sold for $20.7 mil., a living artist's record",Willem de Kooning
18,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",WORLD LEADERS,800,In 1983 Yitzhak Shamir replaced this man as prime minister of Israel,Menachem Begin
19,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",COLORS,800,"It's a shade of brown, a type of nut or a nutty housekeeper",hazel
20,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",6-LETTER WORDS,800,"In ""Clementine"", the 2 places where the miner, 49er, was excavating for a mine","in a canyon, in a cavern"
21,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",INTERNATIONAL CUISINE,800,"The French will tell you cuisses de grenouille, which are these, taste a lot like chicken",frogs\' legs
22,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",HIGHWAYS & BYWAYS,800,This bridge links Michigan's Upper & Lower Peninsulas,Mackinac Bridge
23,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",ART WORLD BLOCKBUSTERS,DD: 600,"A tiger, not a horse, fetched $35,200 in 1986, the highest price ever for a piece from 1 of these",a carousel (or a merry-go-round)
24,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",WORLD LEADERS,1000,"On her death, James VI of Scotland moved to London & took over",Elizabeth I
25,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",COLORS,1000,It's another name for the Jolly Roger,the black flag
26,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",6-LETTER WORDS,1000,"A bodice for women that ties behind the neck, or a device made of leather to restrain a horse",a halter
27,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",INTERNATIONAL CUISINE,1000,This popular Thai dish consists of sweet crispy noodles with chicken or shrimp,mee krob
28,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",HIGHWAYS & BYWAYS,1000,This city recently reconstructed its Dan Ryan Expressway at a cost of $250 million,Chicago
29,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",ART WORLD BLOCKBUSTERS,1000,"Impressionist whose painting ""Reading Le Figaro"" in 1983 sold for more than any other woman's work",Mary Cassatt
30,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",EARLY AMERICA,500,"On Nov. 11, 1620, 41 men aboard this ship signed a famous compact",the Mayflower
31,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",BOOKS & AUTHORS,500,John Bunyan's dreamlike allegory of Christian's journey to the celestial city,Pilgrim\'s Progress
32,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",THEATER HISTORY,500,The village of Oberammergau in this country is the home of a passion play first performed in 1634,West Germany
33,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",NEWSPAPERS,500,"Newspapers in Sacramento, Modesto & Fresno share the name of this insect",bee
34,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",SPANISH CITIES,500,The zero km. mark from which all Spanish roads are measured is in the Puerta del Sol in this city,Madrid
35,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",17th CENTURY SCIENCE,500,In 1611 Kepler published a paper on the 6-sided nature of these weather phenomena,snowflakes
36,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",EARLY AMERICA,1000,"Jean Nicolet, who arrived at Green Bay in 1634, was the first European to visit what is now this state",Wisconsin
37,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",BOOKS & AUTHORS,1000,"""The Cancer Ward"", in his novel of the same name, is thought to be an allegory of the Soviet state",Solzhenitsyn
38,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",THEATER HISTORY,1000,In Ancient Greece plays about these goat-legged men were performed after a trilogy of tragedies,satyrs
39,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",NEWSPAPERS,1000,This Boston-based newspaper is circulated in more than 100 countries,The Christian Science Monitor
40,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",SPANISH CITIES,1000,Catalan is the language of this second largest city in Spain,Barcelona
41,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",17th CENTURY SCIENCE,1000,About 1645 A. Kircher came up with this device that projects pictures on a wall,the magic lantern
42,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",EARLY AMERICA,1500,"He was looking for China in 1609 when he sailed his ship, the Half Moon, into New York Harbor",Henry Hudson
43,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",BOOKS & AUTHORS,"DD: 4,000","Ambrose Bierce wrote ""The Cynic's Word Book"" which was later published under this title",The Devil\'s Dictionary
44,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",THEATER HISTORY,1500,"Maude Adams was known for starring in this author's plays, including ""The Little Minister"" & ""Peter Pan""",(James) Barrie
45,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",NEWSPAPERS,1500,This capital city's 2 daily newspapers are The Deseret News & The Tribune,Salt Lake City
46,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",SPANISH CITIES,1500,A Roman aqueduct brings water to this city that shares its name with a guitarist,Segovia
47,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",17th CENTURY SCIENCE,1500,"After John Napier discovered these, William Oughtred invented a slide rule to utilize them",logarithms
48,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",EARLY AMERICA,2000,"In 1647, when it was still part of this colony, New Hampshire was required to develop a school system",Massachusetts
49,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",BOOKS & AUTHORS,2000,"Some think his works, including ""The Social Contract"", inspired the French Revolution",Rousseau
50,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",THEATER HISTORY,2000,V. Nemirovich-Danchenko & K. Stanislavsky founded this theater company in 1898,The Moscow Art Theatre
51,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",NEWSPAPERS,2000,International editions of this Miami daily are airlifted to Latin America,The Miami Herald
52,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",SPANISH CITIES,2000,This capital of the Visigothic kingdom in Spain is on the cutting edge of swordmaking,Toledo
53,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",17th CENTURY SCIENCE,2000,In a 1665 book Robert Hooke described the cells of this plant he saw through his microscope,cork
54,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",EARLY AMERICA,"DD: 4,000",In 1790 John Carroll of this city became the 1st American appointed a Roman Catholic bishop,Baltimore
55,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",BOOKS & AUTHORS,2500,"If you've read his ""A la recherche du temps perdu"", then you know about the Madeleines",(Marcel) Proust
56,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",THEATER HISTORY,2500,"This Roman comic playwright made fun of the gods in ""Amphitryon"", one of his comedies of errors",Plautus
57,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",NEWSPAPERS,2500,This Cleveland paper has the largest circulation in Ohio,The Plain Dealer
58,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",SPANISH CITIES,2500,"This northern port in the Basque region is called the ""Pittsburgh of Spain""",Bilbao
59,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",17th CENTURY SCIENCE,2500,In 1675 this astronomer found at least 2 rings separated by a gap encircling Saturn,Cassini
60,superjeopardy,"Super Jeopardy! show #13 - Saturday, September 8, 1990",THE 20th CENTURY,,He was vice president of the U.S. for just 82 days before becoming president,Harry Truman
61,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HISTORIC NAMES,200,According to family legend this British prime minister was part Iroquois on his mother's side,Sir Winston Churchill
62,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE AMERICAN FLAG,200,He was the first to refer to the flag as a star-spangled banner,Francis Scott Key
63,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FACTS & FIGURES,200,A cube has this many faces,6
64,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",POTENT POTABLES,200,Yukon Jack is a whisky liqueur imported from this country,Canada
65,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FAMOUS QUOTES,200,"The 4 words following FDR's “Yesterday, December 7, 1941– –a date which...”",will live in infamy
66,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HITCHCOCK BLONDES,200,She met her prince while shooting her last Hitchcock film in Monaco,Princess Grace Kelly
67,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HISTORIC NAMES,400,Kenyan leader whose first name meant “burning spear” & whose last name was Kikuyu for a fancy belt,Jomo Kenyatta
68,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE AMERICAN FLAG,400,"You can fly the flag 24 hours a day, but if you fly it at night, you have to do this",light it
69,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FACTS & FIGURES,400,"Breaking his own major league record of 5, he pitched his 6th no-hitter June 11, 1990",Nolan Ryan
70,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",POTENT POTABLES,400,The main ingredient in a Chinese cocktail is the Jamaica type of this,rum
71,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FAMOUS QUOTES,"DD: 3,000",“Dost thou love life? Then do not squander” this; “for that's the stuff life is made of”,time
72,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HITCHCOCK BLONDES,400,It was curtains for this actress when the shower curtain was pulled back in “Psycho”,Janet Leigh
73,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HISTORIC NAMES,600,"When this first lady died in 1818, her son was Secretary of State",Abigail Adams
74,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE AMERICAN FLAG,600,"The number of these was set by law in 1818, & it hasn't changed since",stripes
75,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FACTS & FIGURES,600,In 1989 these accounted for over 45% of the Bureau of Printing & Engraving production,one dollar bills
76,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",POTENT POTABLES,600,The recipe for a basic stinger calls for equal parts white creme de menthe & this,brandy
77,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FAMOUS QUOTES,600,"Probably Emile Zola's most famous quote, it's the title of a letter he wrote to the French president",J\'accuse
78,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HITCHCOCK BLONDES,600,She was already Melanie Griffith's mother when she was attacked by “The Birds”,Tippie Hedren
79,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HISTORIC NAMES,800,"E. Rosenberg's relationship to Sgt. David Greenglass, a major U.S. gov't witness against her",sister to brother
80,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE AMERICAN FLAG,800,The flag code says this is the preferable way to dispose of an old flag,by burning it
81,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FACTS & FIGURES,800,"In the '60s there were just 400 breeding pairs of these birds in the continental U.S.; now there are over 2,600",bald eagles
82,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",POTENT POTABLES,800,Some folks put sugar in a champagne cocktail before adding the traditional dash of this,(Angostura) bitters
83,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FAMOUS QUOTES,800,"She wrote, “Gentlemen always seem to remember blondes.”",Anita Loos
84,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HITCHCOCK BLONDES,800,"In “North By Northwest”, Cary Grant asks her, “How does a girl like you get to be a girl like you?”",Eva Marie Saint
85,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HISTORIC NAMES,1000,"In 1676 he led a rebellion against his cousin by marriage, Gov. Wm. Berkeley of Virginia",Nathaniel Bacon
86,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE AMERICAN FLAG,1000,"It was reported that the flag first flew here April 6, 1909",North Pole
87,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FACTS & FIGURES,1000,Number of Americans who have walked on the moon,12
88,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",POTENT POTABLES,1000,A Gin Rickey usually contains the juice of this fruit,lime
89,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",FAMOUS QUOTES,1000,Thomas Paine line that precedes “The summer soldier & the sunshine patriot”,These are the times that try men\'s souls
90,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",HITCHCOCK BLONDES,1000,In 1935 this elegant blonde was handcuffed to Robert Donat in “The 39 Steps”,Madeleine Carroll
91,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE OLD WEST,500,"Jesse's less famous brother, he surrendered in 1882 & became a respected citizen",Frank
92,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE MYSTERIOUS EAST,500,Tonkin is the northern part of this country,Vietnam
93,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",NONFICTION,500,Her “North To The Orient” & “Listen! The Wind” tell of flights she took with her aviator husband,Anne Morrow Lindbergh
94,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",PHYSICS,500,"Deuterium is called heavy hydrogen, & deuterium oxide is called this",heavy water
95,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",MYTHS & LEGENDS,500,"The Roman goddess of peace, her name was the Roman word for peace",Pax
96,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE VIOLIN,500,A violin's fingerboard is made from this extremely hard black wood,ebony
97,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE OLD WEST,1000,"Morgan Earp survived this October 26, 1881 event but was assassinated a few months later",shootout (or gunfight) at the O.K. Corral
98,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE MYSTERIOUS EAST,1000,"This country's unit of currency is the Togrog, which is divided into 100 Mongo",Mongolia
99,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",NONFICTION,1000,He comments on sports as big business in his best seller “I Never Played The Game”,Howard Cosell
100,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",PHYSICS,1000,The use of transparent strands of glass to transmit light,fiber optics
101,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",MYTHS & LEGENDS,1000,"In Rome, this god who usually wore winged sandals was the god of merchants",Mercury
102,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE VIOLIN,1000,"This Israeli-born violinist, a former child prodigy, is known to his friends as “Pinky”",Pinchas Zukerman
103,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE OLD WEST,1500,"His nickname was short for his first name, Bartholomew; it didn't refer to a walking stick",Bat Masterson
104,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE MYSTERIOUS EAST,1500,This country leads the world in the production of rubber & tin,Malaysia
105,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",NONFICTION,1500,"In “Letters From The Field: 1925 - 1975”, she discussed anthropology methods she used",Margaret Mead
106,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",PHYSICS,1500,"Sometimes called the fourth state of matter, it's a mixture of ions & free electrons",plasma
107,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",MYTHS & LEGENDS,1500,Neptune was the Roman god of fresh water until he became associated with this Greek god of the sea,Poseidon
108,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE VIOLIN,1500,"One of these violins stolen in 1936, supposedly sold for $100; in 1987 it was worth $1 million",Stradivarius
109,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE OLD WEST,DD: 100,Robert Leroy Parker used this alias in honor of a rustler he rode with as a teenager,Butch Cassidy
110,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE MYSTERIOUS EAST,2000,The Komodo dragon is native only to this island nation,Indonesia
111,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",NONFICTION,2000,Dale Carnegie published material from his public speaking class in this 1936 book,How To Win Friends And Influence People
112,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",PHYSICS,2000,Homogenized milk is an example of this suspension of small droplets of one liquid in another,emulsion (or colloid)
113,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",MYTHS & LEGENDS,2000,Iphigenia was the daughter of Agamemnon & this evil queen,Clytemnestra
114,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE VIOLIN,2000,Early 19th C. virtuoso whose playing was so incredible some believed he was in league with the devil,Paganini
115,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE OLD WEST,2500,Cole Younger was probably the father of this lady desperado's daughter Pearl,Belle Starr
116,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE MYSTERIOUS EAST,2500,For some 2000 years these Chinese bureaucrats got their jobs by passing civil service tests,Mandarin
117,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",NONFICTION,"DD: 1,500",In this 1990 book Richard Nixon discusses life after his resignation,In the Arena
118,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",PHYSICS,2500,"From Greek for “icy cold”, the physics of very low temperatures is called this",cryogenics
119,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",MYTHS & LEGENDS,2500,"The “Aeneid” says when her brother killed her husband, she fled Tyre & later founded Carthage",Dido
120,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE VIOLIN,2500,This Lithuanian-born violinist taught master classes at USC before his death at age 86 in 1987,Jascha Heifetz
121,superjeopardy,"Super Jeopardy! show #12 - Saturday, September 1, 1990",THE NOBEL PRIZE,,In 1930 this novelist became the 1st American to win the Nobel Prize for literature,Sinclair Lewis
122,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",GEOGRAPHY,200,"The Sahel is a zone of sparse, grassy vegetation on the edge of this desert",Sahara
123,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",ACTORS & THEIR ROLES,200,G. Depardieu was named best actor at Cannes for playing this swordsman; you might say he won by a nose,Cyrano de Bergerac
124,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",AMERICAN LITERATURE,200,In “Moby Dick” the narrator begins by telling the reader to call him this,Ismael
125,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",HOLIDAYS & OBSERVANCES,200,On the 2nd Saturday in May this country observes National Windmill Day,Holland (or The Netherlands)
126,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",PHOTOGRAPHY,200,"Light regulator that comes in leaf, rotary & focal-plane types",a shutter
127,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",SPELLING,200,"A creamy salad dressing made with raw egg yolk, oil, vinegar or lemon juice & seasonings",M-A-Y-O-N-N-A-I-S-E
128,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",GEOGRAPHY,400,Among principal mountain ranges in this country are the Wicklow & MacGillicuddy's Reeks,Ireland
129,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",ACTORS & THEIR ROLES,400,"Clint Eastwood's role in “White Hunter, Black Heart” was inspired by this director of “The African Queen”",John Huston
130,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",AMERICAN LITERATURE,400,C. Auguste Dupin is an amateur detective who appears in 3 of his short stories,(Edgar Allan) Poe
131,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",HOLIDAYS & OBSERVANCES,400,"This N.Y. congresswoman, known for her hats, introduced the bill creating Women's Equality Day",Bella Abzug
132,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",PHOTOGRAPHY,400,Film is coated with light sensitive halides of this metal suspended in gelatin,silver
133,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",SPELLING,400,In German it means “lightning war”,B-L-I-T-Z-K-R-I-E-G
134,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",GEOGRAPHY,600,"Associated with Jesus' childhood, this city in lower Galilee is the largest Arab city in Israel",Nazareth
135,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",ACTORS & THEIR ROLES,600,2-time Oscar winner who made her feature film debut in “Julia” & played W. Allen's ex in “Manhattan”,Meryl Streep
136,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",AMERICAN LITERATURE,600,Nick Adams is the protagonist in many of the short stories in this author's “In Our Time”,Hemingway
137,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",HOLIDAYS & OBSERVANCES,600,The earliest date on which this holiday can fall is October 8th,Columbus Day
138,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",PHOTOGRAPHY,600,This letter is used to designate the aperture of a lens,f
139,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",SPELLING,600,"From the Greek, it's a fictitious name used by an author",P-S-E-U-D-O-N-Y-M
140,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",GEOGRAPHY,800,Bishop Albert of Livonia & his crusaders founded this capital of Latvia in 1201,Riga
141,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",ACTORS & THEIR ROLES,800,Errol Flynn's last film with this frequent leading lady was “They Died With Their Boots On”,Olivia De Havilland
142,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",AMERICAN LITERATURE,800,Edith Wharton's tragic tale of a New England farmer who falls in love with his wife's cousin Mattie,Ethan Frome
143,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",HOLIDAYS & OBSERVANCES,800,Public law 99-54 recognizes “pause for the pledge” as part of this holiday,Flag Day
144,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",PHOTOGRAPHY,"DD: 3,000","In 1839 he was given an annuity of 6,000 francs for revealing his photographic process",(Louis) Daguerre
145,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",SPELLING,800,The ancient Roman Pont du Gard is an example of this type of bridge built to carry water,A-Q-U-E-D-U-C-T
146,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",GEOGRAPHY,1000,"Henry Bessemer set up shop in this English town, & it has since become famous for its steel",Sheffield
147,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",ACTORS & THEIR ROLES,1000,The first film she starred in after her brief marriage to a prince was 1952's “Affair In Trinidad”,Rita Hayworth
148,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",AMERICAN LITERATURE,1000,Father of Pearl!  He's the minister in Hawthorne's “The Scarlet Letter”,(Arthur) Dimmesdale
149,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",HOLIDAYS & OBSERVANCES,1000,This Jewish holiday begun in 165 B.C. celebrates the purification of the temple of Jerusalem,Hanukkah
150,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",PHOTOGRAPHY,1000,"Photographer of “Moonrise, Hernandez, N.M.”, he was a director of The Sierra Club 1934-71",Ansel Adams
151,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",SPELLING,1000,The city in New York that's home to Vassar College,P-O-U-G-H-K-E-E-P-S-I-E
152,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",U.S. HISTORY,500,"Legend says this October 8, 1871 event began in a stable at Jefferson & DeKoven Streets in Chicago",Great Chicago Fire
153,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",BIBLICAL WOMEN,500,She was asked to “entice” Samson “and see wherein his great strength lieth”,Delilah
154,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",PHYSICAL SCIENCE,500,"Unlike glaciers, pack ice forms from this type of water",salt (seawater)
155,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",ARTISTS,500,He moved back to France from Tahiti in 1893 but returned to the South Seas permanently 2 years later,Gauguin
156,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",SHAKESPEARE,500,"Alas, you don't need an actor to play this character in “Hamlet”; all you need is a skull",Yorick
157,superjeopardy,"Super Jeopardy! show #11 - Saturday, August 25, 1990",INTERNATIONAL PARKS,500,"Among the animals you'll find in this country's Kruger National Park are zebras, lions & giraffes",South Africa
