,season,episode,category,value,clue,answer
23,6,"Show #1375 - Friday, July 20, 1990",FAREWELLS,$400,"Title of a 1985 book by William F. Buckley, or a 1956 hit song by Bill Haley & His Comets","See You Later, Alligator"
24,6,"Show #1375 - Friday, July 20, 1990",POLITICAL QUOTES,$500,"This French short story writer called patriotism ""the egg from which wars are hatched""",Guy de Maupassant
25,6,"Show #1375 - Friday, July 20, 1990",FAMOUS WELSHMEN,$500,"This Welsh playwright played a murderer in his own 1935 play ""Night Must Fall""",Emlyn Williams
26,6,"Show #1375 - Friday, July 20, 1990",WEATHER,DD: $500,The 2 seasons when icebergs are most likely to be formed,spring & summer
27,6,"Show #1375 - Friday, July 20, 1990",SONG LYRICS,$500,"""Not a soul down on the corner, that's a pretty certain sign, that those wedding bells are"" doing this",breaking up that old gang of mine
28,6,"Show #1375 - Friday, July 20, 1990",RELIGIOUS HISTORY,$500,For Zoroastrians it's the Avesta,the Bible (the holy book)
29,6,"Show #1375 - Friday, July 20, 1990",FAREWELLS,$500,"R. Chandler wrote 7 novels about Philip Marlowe, among them ""The Long Goodbye"" & this ""Farewell"" book","Farewell, My Lovely"
30,6,"Show #1375 - Friday, July 20, 1990",THE NEW DEAL,$200,"When founded in 1934, this agency regulated interstate radio, telephone & telegraph service",the FCC
31,6,"Show #1375 - Friday, July 20, 1990",ISLANDS,$200,Mediterranean island comprising 2 French departments: Haute-Corse & Corse du Sord,Corsica
32,6,"Show #1375 - Friday, July 20, 1990",MYTHOLOGY,$200,"He's the star of the Apollonius Rhodius epic ""Argonautica""",Jason
33,6,"Show #1375 - Friday, July 20, 1990",JOURNALISM,$200,"Term for news photographers who swarm around celebs, from a character in ""La Dolce Vita""",the paparazzi
34,6,"Show #1375 - Friday, July 20, 1990",INVERTEBRATES,$200,A jellyfish does this by alternately relaxing & contracting its bell,move (through the water)
35,6,"Show #1375 - Friday, July 20, 1990",COMPLETES THE PLAY TITLE,$200,"""The Seven Year...""",Itch
36,6,"Show #1375 - Friday, July 20, 1990",THE NEW DEAL,$400,This federal corporation provides flood control & navigable waterways for 7 southern states,the TVA (Tennessee Valley Authority)
37,6,"Show #1375 - Friday, July 20, 1990",ISLANDS,$400,Cloves are the main cash crop of this island region of Tanzania,Zanzibar
38,6,"Show #1375 - Friday, July 20, 1990",MYTHOLOGY,$400,"The cornucopia, or horn of plenty, was a horn from this kind of animal who suckled baby Zeus",a goat
39,6,"Show #1375 - Friday, July 20, 1990",JOURNALISM,$400,In the 1970s this conservative columnist shared his views in TV debates with Shana Alexander,James J. Kilpatrick
40,6,"Show #1375 - Friday, July 20, 1990",INVERTEBRATES,$400,Tapeworms live within this system of a human body but don't have one of their own,the digestive system
41,6,"Show #1375 - Friday, July 20, 1990",COMPLETES THE PLAY TITLE,$400,"""Green Grow...""",the Lilacs
42,6,"Show #1375 - Friday, July 20, 1990",THE NEW DEAL,$600,Since 1934 it has administered & enforced laws governing the purchase & sale of stocks & bonds,the Securities & Exchange Commission (the SEC)
43,6,"Show #1375 - Friday, July 20, 1990",ISLANDS,"DD: $1,400",Islands named Charles & Darwin can be found in this group off the coast of South America,the Galapagos
44,6,"Show #1375 - Friday, July 20, 1990",MYTHOLOGY,$600,He fell in love with a statue & Venus brought it to life for him,Pygmalion
45,6,"Show #1375 - Friday, July 20, 1990",JOURNALISM,$600,The U.S. has its AP & UPI while Great Britain's major news service is this,Reuters
46,6,"Show #1375 - Friday, July 20, 1990",INVERTEBRATES,$600,"Common name of the ""Hirudo medicinalis"", they can be described as medicinal bloodsuckers",leeches
47,6,"Show #1375 - Friday, July 20, 1990",COMPLETES THE PLAY TITLE,$600,"""Mrs. Warren's...""",Profession
48,6,"Show #1375 - Friday, July 20, 1990",THE NEW DEAL,$800,It was created in 1933 to insure the money in the accounts of approved banks,the FDIC
49,6,"Show #1375 - Friday, July 20, 1990",ISLANDS,$800,"Honiara, the capital of this South Pacific island nation, is located on Guadalcanal",the Solomons
50,6,"Show #1375 - Friday, July 20, 1990",MYTHOLOGY,"DD: $2,800","Orion's father, he gave his son the power to walk on the sea",Poseidon
51,6,"Show #1375 - Friday, July 20, 1990",JOURNALISM,$800,"He was a newspaper sports columnist & the author of ""Mrs. 'arris Goes to Paris""",Paul Gallico
52,6,"Show #1375 - Friday, July 20, 1990",INVERTEBRATES,$800,These soil-eating creatures can make 40 tons of castings per acre in a year,earthworms
53,6,"Show #1375 - Friday, July 20, 1990",COMPLETES THE PLAY TITLE,$800,"""Inherit...""",the Wind
54,6,"Show #1375 - Friday, July 20, 1990",THE NEW DEAL,$1000,This agency hired unemployed young men to perform such activities as planting trees & building dams,the CCC (the Civilian Conservation Corps)
55,6,"Show #1375 - Friday, July 20, 1990",ISLANDS,$1000,This Canadian province was named for the father of Queen Victoria,Prince Edward Island
56,6,"Show #1375 - Friday, July 20, 1990",MYTHOLOGY,$1000,"His mother, Calliope, might have been amused when he took up the lyre",Orpheus
57,6,"Show #1375 - Friday, July 20, 1990",JOURNALISM,$1000,"This radio commentator's initials stood for ""Hans von""",Kaltenborn
58,6,"Show #1375 - Friday, July 20, 1990",COMPLETES THE PLAY TITLE,$1000,"""The Man in the Glass...""",Booth
59,6,"Show #1375 - Friday, July 20, 1990",AMERICAN HISTORY,,In 1839 & '40 France & Great Britain signed commercial treaties with this new republic,Texas
60,6,"Show #1374 - Thursday, July 19, 1990",FAMOUS FIRSTS,$100,The first of these emergency-care vehicles were horse-drawn wagons used during battles in 15th century Spain,an ambulance
61,6,"Show #1374 - Thursday, July 19, 1990",ITALIAN CUISINE,$100,"Pasta whose name comes from ""spago"", the Italian word for string",spaghetti
62,6,"Show #1374 - Thursday, July 19, 1990",THE HUMAN BODY,$100,It can be dislocated by a blow or just by yawning,the jaw
63,6,"Show #1374 - Thursday, July 19, 1990",MUSIC MEN,$100,"The bandleader most associated with ""champagne music""",Lawrence Welk
64,6,"Show #1374 - Thursday, July 19, 1990",BOOKS & AUTHORS,$100,"In 1932 his wife, Zelda, wrote ""Save Me the Waltz"", a fictionalized account of their life together",F. Scott Fitzgerald
65,6,"Show #1374 - Thursday, July 19, 1990",LETTER PERFECT,$100,"It can precede bone, shirt & square",T
66,6,"Show #1374 - Thursday, July 19, 1990",FAMOUS FIRSTS,$200,"Of the U.S., New Zealand or Canada the 1st to grant women the right to vote in national elections",New Zealand
67,6,"Show #1374 - Thursday, July 19, 1990",ITALIAN CUISINE,$200,Rice is the main ingredient in this Italian staple whose name is derived from rice,risotto
68,6,"Show #1374 - Thursday, July 19, 1990",THE HUMAN BODY,$200,The transfer of skin or bone from one part of the body to another,a graft
69,6,"Show #1374 - Thursday, July 19, 1990",MUSIC MEN,$200,"Bing Crosby called this black trumpeter ""the beginning and end of music in America""",Louis Armstrong
70,6,"Show #1374 - Thursday, July 19, 1990",BOOKS & AUTHORS,$200,"The dedication to this film director's autobiography reads, ""To my daughters, Liza & Tina""",Vincente Minnelli
71,6,"Show #1374 - Thursday, July 19, 1990",LETTER PERFECT,$200,In the comics the sound made by snoring is usually represented by a series of these letters,Z
72,6,"Show #1374 - Thursday, July 19, 1990",FAMOUS FIRSTS,$300,This first charge card permitted its 200 founding members to eat on credit at 27 N.Y. restaurants,Diners Card
73,6,"Show #1374 - Thursday, July 19, 1990",ITALIAN CUISINE,$300,"The name of this chicken & tomato dish translates to ""hunter's"" chicken",chicken cacciatore
74,6,"Show #1374 - Thursday, July 19, 1990",THE HUMAN BODY,$300,"It's the hardening of any tissue, though you may associate it with the arteries",sclerosis
75,6,"Show #1374 - Thursday, July 19, 1990",MUSIC MEN,$300,"As a child he was known as ""Baby Traps the Drum Wonder"", which wasn't a poor nickname",Buddy Rich
76,6,"Show #1374 - Thursday, July 19, 1990",BOOKS & AUTHORS,$300,"Gabriel Garcia Marquez won an L.A. Times Prize for Fiction for ""Love in the Time of"" this",Cholera
77,6,"Show #1374 - Thursday, July 19, 1990",LETTER PERFECT,$300,"As part of an Irish name, it usually means ""descendant of""",O
78,6,"Show #1374 - Thursday, July 19, 1990",FAMOUS FIRSTS,$400,"Probably named for its sheen, this 1st practical manmade fiber was originally called ""artificial silk""",rayon
79,6,"Show #1374 - Thursday, July 19, 1990",ITALIAN CUISINE,$400,This Italian blue cheese is named for a village near Milan where it was first made,Gorgonzola
80,6,"Show #1374 - Thursday, July 19, 1990",THE HUMAN BODY,$400,Hemophilia is an inherited disease in which 1 of the factors causing this to happen normally is missing,blood clotting
81,6,"Show #1374 - Thursday, July 19, 1990",MUSIC MEN,$400,This Spanish classical guitarist continued to perform when he was over 90,Andres Segovia
82,6,"Show #1374 - Thursday, July 19, 1990",BOOKS & AUTHORS,$400,"This Canadian-born author won a 1975 Pulitzer Prize for ""Humboldt's Gift""",Saul Bellow
83,6,"Show #1374 - Thursday, July 19, 1990",LETTER PERFECT,$400,"People who are workaholics are said to exhibit this ""type"" of behavior",A
84,6,"Show #1374 - Thursday, July 19, 1990",FAMOUS FIRSTS,$500,In 1939 Simon & Schuster published the first small paperbacks under this imprint,Pocket Books
85,6,"Show #1374 - Thursday, July 19, 1990",ITALIAN CUISINE,$500,Zuppa Inglese isn't a soup at all but the Italian version of this English dessert,trifle
86,6,"Show #1374 - Thursday, July 19, 1990",THE HUMAN BODY,$500,"A burn is tissue damage by dry heat, & this is tissue damage by moist heat",a scald
87,6,"Show #1374 - Thursday, July 19, 1990",MUSIC MEN,DD: $300,"Blind from birth, this British-born pianist composed the following [Instrumental music plays]",George Shearing
88,6,"Show #1374 - Thursday, July 19, 1990",BOOKS & AUTHORS,$500,"David Lifton's ""Best Evidence"" takes another look at this historic event",the Kennedy assassination
89,6,"Show #1374 - Thursday, July 19, 1990",LETTER PERFECT,$500,Middle initial of 1950s TV host Robert Lewis,Q
90,6,"Show #1374 - Thursday, July 19, 1990",HOLIDAYS & OBSERVANCES,$200,"The U.S. gov't declared April 1,1990 this day, & any fool knows that only happens every 10 years",Census Day
91,6,"Show #1374 - Thursday, July 19, 1990",ENGLAND,$200,"Majestic word that precedes Court Theatre, Albert Hall & Botanic Gardens",Royal
92,6,"Show #1374 - Thursday, July 19, 1990",AVIATION,$200,"In 1905 their Flyer No. 3 could take off, stay in the air half an hour, bank, circle & land",the Wright Brothers
93,6,"Show #1374 - Thursday, July 19, 1990",AMERICAN HISTORY,$200,The first of these battles in America probably took place in Plymouth but not between Burr & Hamilton,a duel
94,6,"Show #1374 - Thursday, July 19, 1990",ANIMALS,$200,Lap dogs became popular when it was observed that these insects prefer dogs to people,fleas
95,6,"Show #1374 - Thursday, July 19, 1990",BALD IS BEAUTIFUL,$200,"As leader of Taiwan until his death in 1975, he never gave up his claim to authority over all of China",Chiang Kai-shek
96,6,"Show #1374 - Thursday, July 19, 1990",HOLIDAYS & OBSERVANCES,$400,It's the day on which the republic of Ireland commemorates the death of its patron saint,March 17th (St. Patrick\'s Day)
97,6,"Show #1374 - Thursday, July 19, 1990",ENGLAND,$400,Legend says that Joseph of Arimathea came to Glastonbury circa 63 A.D. bearing this drinking vessel,the Holy Grail
98,6,"Show #1374 - Thursday, July 19, 1990",AVIATION,$400,The attitude indicator tells you if the nose of the plane is pointing above or below this,the horizon (*level)
99,6,"Show #1374 - Thursday, July 19, 1990",AMERICAN HISTORY,$400,"George Mason's ""Objections to the Federal Constitution"" were the basis of this document",the Bill of Rights
100,6,"Show #1374 - Thursday, July 19, 1990",ANIMALS,$400,"First brought to the West in 1937, the Encyclopedia of Mammals calls it the ""bamboo bear""",a panda
101,6,"Show #1374 - Thursday, July 19, 1990",BALD IS BEAUTIFUL,$400,"In this ancient society, boys had their heads shaved except for a lock on one side",Egypt
102,6,"Show #1374 - Thursday, July 19, 1990",HOLIDAYS & OBSERVANCES,$600,"This October holiday stems from the Celtic festival of Samhain, the new year of the Druids",Halloween
103,6,"Show #1374 - Thursday, July 19, 1990",ENGLAND,$600,Her grandfathers were the 4th Baron Fermoy & the 7th Earl Spencer,Princess Diana (the Princess of Wales)
104,6,"Show #1374 - Thursday, July 19, 1990",AVIATION,$600,"Claire Lee Chennault founded this group, some of whom went into cargo transport after WWII",the Flying Tigers
105,6,"Show #1374 - Thursday, July 19, 1990",AMERICAN HISTORY,$600,This Prussian hired to drill troops at Valley Forge was soon made Inspector Gen. of the Army,von Steuben
106,6,"Show #1374 - Thursday, July 19, 1990",ANIMALS,$600,It's what a steer becomes when he grows up,an ox
107,6,"Show #1374 - Thursday, July 19, 1990",BALD IS BEAUTIFUL,$600,"Late screen & stage star who described himself as ""a nice clean-cut Mongolian boy""",Yul Brynner
108,6,"Show #1374 - Thursday, July 19, 1990",HOLIDAYS & OBSERVANCES,$800,"The third Saturday in May, it was designed to replace Army Day, Navy Day & Air Force Day",Armed Forces Day
109,6,"Show #1374 - Thursday, July 19, 1990",ENGLAND,"DD: $2,000",A 1936 Tyrone Power film fictionalized the history of this powerful insurance company,Lloyd\'s of London
110,6,"Show #1374 - Thursday, July 19, 1990",AVIATION,$800,Feminine nickname of the Curtiss open cockpit trainer used by sport flyers after WWI,the Jenny
111,6,"Show #1374 - Thursday, July 19, 1990",AMERICAN HISTORY,$800,"When exploring North America on behalf of Holland, Henry Hudson used this ship",the Half Moon
112,6,"Show #1374 - Thursday, July 19, 1990",ANIMALS,$800,"""Brachiation is a term for this method of locomotion used by the tree-dwelling gibbons of Asia",swinging from branches
113,6,"Show #1374 - Thursday, July 19, 1990",BALD IS BEAUTIFUL,$800,Last 2 bald major party presidential candidates to run against each other,Eisenhower & Stevenson
114,6,"Show #1374 - Thursday, July 19, 1990",HOLIDAYS & OBSERVANCES,$1000,Since the 10th c. Trinity Sunday has been observed a week after this feast of the Holy Spirit,the Pentecost
115,6,"Show #1374 - Thursday, July 19, 1990",ENGLAND,$1000,"After admitting an affair with a party girl Christine Keeler, the British war minister resigned in June 1963",(John) Profumo
116,6,"Show #1374 - Thursday, July 19, 1990",AVIATION,$1000,The first balloon flight took place in the 1780s in this country,France
117,6,"Show #1374 - Thursday, July 19, 1990",AMERICAN HISTORY,$1000,"Founded in 1920 to defend const. freedoms, this group provided Sacco & Vanzetti's defense counsel",the American Civil Liberties Union (ACLU)
118,6,"Show #1374 - Thursday, July 19, 1990",ANIMALS,"DD: $1,000",These 2 prehistoric ancestors of elephants both had long tusks that curved upward,mastodons & mammoths
119,6,"Show #1374 - Thursday, July 19, 1990",BALD IS BEAUTIFUL,$1000,"This H.S. dropout became an actor, director & author of the best sellers ""Tracy & Hepburn"" & ""Hollywood""",Garson Kanin
120,6,"Show #1374 - Thursday, July 19, 1990",WORLD CITIES,,"Built between 1666 & 1667, the Castle of Good Hope is the oldest monument in this capital city",Cape Town
121,6,"Show #1373 - Wednesday, July 18, 1990",MAMMALS,$100,This bear has hair on the soles of its feet to protect it from the cold & facilitate movement on ice,the polar bear
122,6,"Show #1373 - Wednesday, July 18, 1990",FILMS OF THE '40s,$100,In 1943 Claude Rains played this title character who lived in the sewers under the Paris Opera House,the Phantom of the Opera
123,6,"Show #1373 - Wednesday, July 18, 1990",HOUSTON,$100,It's officially known as the Harris County Domed Stadium,the Astrodome
124,6,"Show #1373 - Wednesday, July 18, 1990",FASHION HISTORY,$100,An ornamental cap often worn by brides was named for this Shakespearean ingénue,the Juliet
125,6,"Show #1373 - Wednesday, July 18, 1990",THE BIBLE,$100,"In the Bible you didn't just put these on, you ""girded"" them on, as David did in I Samuel 25:13",swords
126,6,"Show #1373 - Wednesday, July 18, 1990",GILBERT & SULLIVAN,$100,Gilbert hired a geisha girl to help at rehearsals for this operetta,The Mikado
127,6,"Show #1373 - Wednesday, July 18, 1990",MAMMALS,$200,African & Sumatran types of rhinos have 2 of these; the Indian & Javan have only 1,a horn
128,6,"Show #1373 - Wednesday, July 18, 1990",FILMS OF THE '40s,$200,"This 1945 film, based on a novel by James M. Cain, earned Joan Crawford a career boost & her only Oscar",Mildred Pierce
129,6,"Show #1373 - Wednesday, July 18, 1990",HOUSTON,$200,The annual Offshore Technology Conference is the world's largest show for this industry,oil drilling
130,6,"Show #1373 - Wednesday, July 18, 1990",FASHION HISTORY,$200,"In 1988 a pair of 49-year-old sequined shoes once worn by this star was auctioned off for $165,000",Judy Garland
131,6,"Show #1373 - Wednesday, July 18, 1990",THE BIBLE,$200,"He's said to have been the oldest person who ever lived, reaching the age of 969",Methuselah
132,6,"Show #1373 - Wednesday, July 18, 1990",GILBERT & SULLIVAN,$200,"Because Gilbert had ridiculed some British institutions, only Sullivan was knighted by this queen",Victoria
133,6,"Show #1373 - Wednesday, July 18, 1990",MAMMALS,$300,World Book says the flesh of these bony-plated mammals is good to eat,the armadillo
134,6,"Show #1373 - Wednesday, July 18, 1990",FILMS OF THE '40s,$300,"Jeanne Crain, Linda Darnell & Ann Sothern played the 3 wives in the title of this 1949 film",A Letter to Three Wives
135,6,"Show #1373 - Wednesday, July 18, 1990",HOUSTON,$300,"Named for a person, not a crop, this university was tuition-free until 1965",Rice
136,6,"Show #1373 - Wednesday, July 18, 1990",FASHION HISTORY,$300,"Some nuns still wear these headcloths drawn in folds about the chin, popular during the Middle Ages",a wimple
137,6,"Show #1373 - Wednesday, July 18, 1990",THE BIBLE,$300,It wasn't the name of just one king but a dynasty that ruled in the Holy Land in New Testament times,Herod
138,6,"Show #1373 - Wednesday, July 18, 1990",MAMMALS,$400,"Native to Africa, this nocturnal mammal that feasts on ants is the only living member of its order",the aardvark
139,6,"Show #1373 - Wednesday, July 18, 1990",FILMS OF THE '40s,$400,"He was a well-respected actor in England before taking his 1st U.S. role in ""Anna & the King of Siam""",Rex Harrison
140,6,"Show #1373 - Wednesday, July 18, 1990",HOUSTON,$400,A 570-foot tall monument marks the spot where Sam Houston defeated Santa Anna in this 1836 battle,the Battle of San Jacinto
141,6,"Show #1373 - Wednesday, July 18, 1990",FASHION HISTORY,$400,In the 1770s a fashionable one might reach 3 ft. in height & be adorned with a ship in full sail,a wig (hairdo)
142,6,"Show #1373 - Wednesday, July 18, 1990",THE BIBLE,$400,"The three languages in which Pilate wrote ""Jesus of Nazareth King of the Jews"" on the cross at the crucifixion","Latin, Greek & Aramaic"
143,6,"Show #1373 - Wednesday, July 18, 1990",MAMMALS,$500,The horny substance most large whales use to filter food from the sea is called this,baleen
144,6,"Show #1373 - Wednesday, July 18, 1990",FILMS OF THE '40s,"DD: $1,200","Murder mystery whose theme, written over a weekend by D. Raskin, was the following: [Instrumental music plays]",Laura
145,6,"Show #1373 - Wednesday, July 18, 1990",HOUSTON,$500,The Houston ship channel linking the city with this bay has made Houston the USA's third busiest port,Galveston Bay
146,6,"Show #1373 - Wednesday, July 18, 1990",FASHION HISTORY,$500,"Knights wore jambeaux, also called greaves, on this part of the body",the legs
147,6,"Show #1373 - Wednesday, July 18, 1990",THE BIBLE,$500,"Psalms has the most chapters, 150, & this prophetic book is second with 66",Isaiah
148,6,"Show #1373 - Wednesday, July 18, 1990",COUNTRIES OF THE WORLD,$200,Francois Mitterrand & Msgr. Joan Marti y Alanis are co-princes of this country in the Pyrenees,Andorra
149,6,"Show #1373 - Wednesday, July 18, 1990",COLONIAL AMERICA,$200,This college was founded in Connecticut in 1701 to counter the liberalism of Harvard,Yale
150,6,"Show #1373 - Wednesday, July 18, 1990",LITERARY QUOTES,$200,"""Poor people know poor people, & rich people know rich people,"" he wrote in ""Act One""",Moss Hart
151,6,"Show #1373 - Wednesday, July 18, 1990",POTLUCK,$200,"A Mouseketeer is a sweet little kid, & a muscatel is a sweet little one of these",a wine
152,6,"Show #1373 - Wednesday, July 18, 1990",COUNTRIES OF THE WORLD,$400,This nation's land area includes the Jutland Peninsula & 482 islands,Denmark
153,6,"Show #1373 - Wednesday, July 18, 1990",ARCHITECTURE,$400,"The Everson Museum of Art in Syracuse, New York was designed by this Chinese-American",I.M. Pei
154,6,"Show #1373 - Wednesday, July 18, 1990",COLONIAL AMERICA,$400,A pillory locked a criminal's arms & head between 2 boards; this device held the legs,the stocks
155,6,"Show #1373 - Wednesday, July 18, 1990",LITERARY QUOTES,$400,"""I write from the worm's-eye point of view,"" said this WWII correspondent who was killed by Japanese fire",Ernie Pyle
156,6,"Show #1373 - Wednesday, July 18, 1990",CRIME,$400,"Attorney who defended Dr. Sam Sheppard, Patty Hearst & the Boston Strangler",F. Lee Bailey
157,6,"Show #1373 - Wednesday, July 18, 1990",POTLUCK,$400,"In ""Fugue For Tinhorns"",  a song from this musical, Paul Revere is the name of a horse",Guys and Dolls
158,6,"Show #1373 - Wednesday, July 18, 1990",COUNTRIES OF THE WORLD,$600,7 Trucial states merged in the early 1970s to form this independent country,the United Arab Emirates
159,6,"Show #1373 - Wednesday, July 18, 1990",COLONIAL AMERICA,$600,In 1626 this Dutch governor bought Manhattan from the Indians using trinkets worth about 60 guilders,Peter Minuit
160,6,"Show #1373 - Wednesday, July 18, 1990",LITERARY QUOTES,$600,"""It is much more difficult to judge oneself than to judge others,"" he wrote in ""The Little Prince""",Saint-Exupéry
161,6,"Show #1373 - Wednesday, July 18, 1990",CRIME,$600,"National detective agency founded in 1850 whose motto is ""We Never Sleep""",the Pinkertons
162,6,"Show #1373 - Wednesday, July 18, 1990",POTLUCK,$600,A mournful poem composed to lament someone who has died,an elegy (*a dirge)
163,6,"Show #1373 - Wednesday, July 18, 1990",COUNTRIES OF THE WORLD,$800,8 of the 10 highest mountains in the Andes are located in this Atlantic coast country,Argentina
164,6,"Show #1373 - Wednesday, July 18, 1990",ARCHITECTURE,$800,"The tallest surviving Mayan pyramid is in this country, Mexico's neighbor",Guatemala
165,6,"Show #1373 - Wednesday, July 18, 1990",COLONIAL AMERICA,$800,"This document bound the 41 signatories in a ""civil body politick"" to enact ""just and equall lawes""",the Mayflower Compact
166,6,"Show #1373 - Wednesday, July 18, 1990",LITERARY QUOTES,"DD: $1,000","Poet who wrote of his friend John Keats, ""I weep for Adonais--he is dead!""",Shelley
167,6,"Show #1373 - Wednesday, July 18, 1990",CRIME,$800,"Netting only £62,000 from a 1962 London airport holdup, the same gang carried out this job in 1963",the Great Train Robbery
168,6,"Show #1373 - Wednesday, July 18, 1990",POTLUCK,$800,American William Walker conquered & became president of this Central American country in 1856,Nicaragua
169,6,"Show #1373 - Wednesday, July 18, 1990",COUNTRIES OF THE WORLD,$1000,"This country's chief seaport was named for an Indian chief, Guaya, & his wife, Quila",Ecuador
170,6,"Show #1373 - Wednesday, July 18, 1990",ARCHITECTURE,$1000,In the early 1700s Sir J. Vanbrugh designed this palace in Oxfordshire for the Duke of Marlborough,Blenheim Palace
171,6,"Show #1373 - Wednesday, July 18, 1990",COLONIAL AMERICA,"DD: $1,700",By 1775 it was the second largest city in the British Empire,Philadelphia
172,6,"Show #1373 - Wednesday, July 18, 1990",LITERARY QUOTES,$1000,"In ""Negro"" this poet wrote, ""I am...black as the night is black, black like the depths of my Africa.""",Langston Hughes
173,6,"Show #1373 - Wednesday, July 18, 1990",CRIME,$1000,"Last name of Albert, Lord High Executioner of Murder, Inc., who was gunned down in a barbershop in 1957",Anastasia
174,6,"Show #1373 - Wednesday, July 18, 1990",POTLUCK,$1000,In the 17th century this English physician discovered how blood circulates in the human body,(William) Harvey
175,6,"Show #1373 - Wednesday, July 18, 1990",FIRST LADIES,,The two 20th century first ladies whose first name was Elizabeth,Ford & Truman
176,6,"Show #1372 - Tuesday, July 17, 1990",WORD ORIGINS,$100,"An alteration of triumph, don't do it to your partner's ace in a bridge game",trump
177,6,"Show #1372 - Tuesday, July 17, 1990",'50s TV,$100,"This likeable con man-master sergeant headed the motor pool at Fort Baxter, Kansas",Sgt. Bilko
178,6,"Show #1372 - Tuesday, July 17, 1990",MONTHS,$100,"Poet Wm. Wordsworth rhymed this mo. with ""truly"", as its 1st syllable was accented back then",July
179,6,"Show #1372 - Tuesday, July 17, 1990",ZOOLOGY,$100,"The aardwolf isn't a wolf but is related to these, which is no laughing matter",hyenas
180,6,"Show #1372 - Tuesday, July 17, 1990",BREAD,$100,"First made in Germany, this bread is called ""schwarzbrot"", or black bread, there",pumpernickel
181,6,"Show #1372 - Tuesday, July 17, 1990","""BUTTER""",$100,It can be a fat person or a fat turkey,a butterball
