,season,episode,category,value,clue,answer
82,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",SPORTS,$125,Superbowl trophy is named for this coach,Vince Lombardi
83,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",WILD WEST,$125,This gunfighter wound up a New York City sports reporter,Bat Masterson
84,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",ANATOMY,$50,"If the body were a car, they would be the carburetors",the lungs
85,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",ISLANDS,$50,The two island Boroughs of New York City,Manhattan & Staten Island
86,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SENATE,$50,"The Constitution makes him ""president of the Senate""",the vice president of the U.S.
87,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",FOREIGN PHRASES,$50,"French phrase for food items, ordered individually",a la carte
88,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",SAMS,$50,Popularized by famous WW-1 recruiting poster,Uncle Sam
89,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SIXTIES,$50,"Self-appointed ""High Priest"" of LSD",Timothy Leary
90,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",ANATOMY,$100,Building these up with steroids has caused sports controversy,muscles
91,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SENATE,$100,"In a letter, the correct form of address for a senator",Honorable
92,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",FOREIGN PHRASES,$100,"The British call this ""the lift""",the elevator
93,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",SAMS,$100,"Created by Dashiell Hammett, played by Humphrey Bogart",Sam Spade
94,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SIXTIES,$100,"The year Armstrong took ""one small step...""",1969
95,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",ANATOMY,DD: $200,"Babies have more than 300, while adults have only 206",bones
96,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SENATE,$150,Former Rhodes scholar and basketball star now senator from New Jersey,Bill Bradley
97,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",FOREIGN PHRASES,$150,"Day of the year when Italians wish ""Buon Natale""",Christmas (December 25)
98,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",SAMS,$150,Texas hero who won Battle of San Jacinto,Sam Houston
99,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SIXTIES,$150,"In late 1965 his book ""Unsafe at Any Speed"" was published",Ralph Nader
100,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",ANATOMY,$200,A cranium and 2 femurs on a black flag,a skull and crossbones
101,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SENATE,$200,Presided over Senate while under indictment for murdering Alexander Hamilton,Aaron Burr
102,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",FOREIGN PHRASES,$200,"Meaning ""a bride's belongings"", it's French for ""small bundle""",trousseau
103,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",SAMS,$200,Most famous alumnus of Will Mastin Trio,Sammy Davis Jr.
104,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SIXTIES,DD: $200,The group tried for conspiring to riot at '68 Democratic Convention,the Chicago Seven
105,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",ANATOMY,$250,This is the body's largest gland,the liver
106,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",ISLANDS,$250,Where Napoleon died in exile,St. Helena
107,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SENATE,$250,Group of senators who vote together for a specific purpose,a bloc
108,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",FOREIGN PHRASES,$250,"Criminologist's phrase, from Latin for ""manner of working""",modus operandi
109,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",SAMS,$250,"Film producer famous for malapropism, ""Include me out""",Sam Goldwyn
110,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",THE SIXTIES,$250,American who won the 1964 Nobel Peace Prize,Martin Luther King (Jr.)
111,trebekpilots,"Trebek pilot #1 - Sunday, September 18, 1983",U.S. LANDMARKS,,This state boasts Mt. Rushmore,South Dakota
