,season,episode,category,value,clue,answer
36,33,"Show #7585 - Friday, July 28, 2017",WORDS OF WISDOM,$800,"""Dis"" word means careful to keep things confidential",discreet
37,33,"Show #7585 - Friday, July 28, 2017","MEDICAL ""E""s",$800,(Sarah of the Clue Crew shows lungs and alveoli on the monitor.) The exchange of carbon dioxide for oxygen takes place in tiny air sacs in the lungs called alveoli; smoking can make breathing difficult by causing the destruction of alveoli in this chronic lung disease,emphysema
38,33,"Show #7585 - Friday, July 28, 2017",PLAN,$800,"It completes the palindrome ""A man, a plan, a canal--""",Panama
39,33,"Show #7585 - Friday, July 28, 2017",9,$800,"Ether, time, space, soul & mind team up with these better-known 4 as the 9 substances of the universe in Hinduism","earth, wind (or air), water and fire"
40,33,"Show #7585 - Friday, July 28, 2017",FROM OUTER SPACE,"DD: $3,000","The only U.S. prez to be present at a shuttle launch, he watched John Glenn's return to space after 36 years",Clinton
41,33,"Show #7585 - Friday, July 28, 2017",& OTHER ODD FILMS,$800,"Billy Connolly isn't a dog in ""Fido"", but rather one of these undead minions",a zombie
42,33,"Show #7585 - Friday, July 28, 2017",WORDS OF WISDOM,$1200,"There's a little mammalian insectivore in this word meaning ""sharp in judgment""",shrewd
43,33,"Show #7585 - Friday, July 28, 2017","MEDICAL ""E""s",$1200,The 2014-15 outbreak of this deadly virus was larger than all previous ones combined,Ebola
44,33,"Show #7585 - Friday, July 28, 2017",PLAN,$1200,"Named for the city where it began, the Colombo plan was created in 1950 to provide aid to the south of this continent",Asia
45,33,"Show #7585 - Friday, July 28, 2017",9,$1200,This Californian was long seen as the swing vote of the nine on the U.S. Supreme Court,Kennedy
46,33,"Show #7585 - Friday, July 28, 2017",FROM OUTER SPACE,$1200,"For Nov. 4, 2008 a county clerk in Texas beamed these traditionally paper items to the ISS; later they were beamed back",(absentee) ballots
47,33,"Show #7585 - Friday, July 28, 2017",& OTHER ODD FILMS,$1200,In a recent movie Colin Farrell is given 45 days to find love or he's going to be turned into this title animal,a lobster
48,33,"Show #7585 - Friday, July 28, 2017",WORDS OF WISDOM,$1600,"From Latin for ""touch"", it's sensitivity & skill in dealing with others",tact
49,33,"Show #7585 - Friday, July 28, 2017","MEDICAL ""E""s",$1600,"A runner's high is produced by the release of these hormones, nature's opiates",endorphins
50,33,"Show #7585 - Friday, July 28, 2017",PLAN,"DD: $4,000","Comrade, the first of these was begun in 1928 & lasted until 1932",a Five-Year Plan
51,33,"Show #7585 - Friday, July 28, 2017",9,$1600,These mythological warrior women served as the 9 handmaidens of Odin,the Valkyrie
52,33,"Show #7585 - Friday, July 28, 2017",FROM OUTER SPACE,$1600,"Hills on Mars are named in memory of people who perished Feb. 1, 2003 on this craft",the Columbia
53,33,"Show #7585 - Friday, July 28, 2017",& OTHER ODD FILMS,$1600,"As the title character of this film, Jake Gyllenhaal is plagued by visions of a 6-foot rabbit named Frank",Donnie Darko
54,33,"Show #7585 - Friday, July 28, 2017",WORDS OF WISDOM,$2000,In math this adjective describes a number expressible as a quotient of 2 integers,rational
55,33,"Show #7585 - Friday, July 28, 2017","MEDICAL ""E""s",$2000,It's the word for a pregnancy that occurs outside the uterus,ectopic
56,33,"Show #7585 - Friday, July 28, 2017",PLAN,$2000,"The Schlieffen Plan, named for a field marshal who died the year before, was used by Germany at the start of this war",World War I
57,33,"Show #7585 - Friday, July 28, 2017",9,$2000,"The ninth of his name, this French king led the seventh crusade, but was captured in 1250 & had to be ransomed",Louis
58,33,"Show #7585 - Friday, July 28, 2017",& OTHER ODD FILMS,$2000,A favorite of Kubrick's was this 1977 black-&-white David Lynch horror film about a man with an unusual child,Eraserhead
59,33,"Show #7585 - Friday, July 28, 2017",21st CENTURY THOUGHT,,"The title subject of a 2007 bestseller, it was discovered in Australia where today it's a state emblem",the black swan
60,33,"Show #7584 - Thursday, July 27, 2017",STATE FLAGS,$200,This star is on the flags of both Alaska & Maine,the North Star
61,33,"Show #7584 - Thursday, July 27, 2017",PENNANTS,$200,"On Aug. 13, 1969 this team was 9.5 games back but somehow ended up winning the NL pennant; a miracle, perhaps?",the Mets
62,33,"Show #7584 - Thursday, July 27, 2017",THE JOLLY ROGER,$200,He founded the town of Providence on land he acquired from the Narragansett Indians,(Roger) Williams
63,33,"Show #7584 - Thursday, July 27, 2017","THE ""STAR""S & ""STRIPE""S",$200,"Facing forward, it's a boat's right-hand side",starboard
64,33,"Show #7584 - Thursday, July 27, 2017",TRY COLOR,$200,"The first Crayola to get a name change was Prussian blue, which became this timely blue",midnight blue
65,33,"Show #7584 - Thursday, July 27, 2017","THE UNION, JACK",$200,Most casualties suffered by the Union in the Civil War came about not due to combat but rather this,disease
66,33,"Show #7584 - Thursday, July 27, 2017",STATE FLAGS,$400,"(Jimmy of the Clue Crew shows the California state flag on the monitor.) Designed in 1846, the bear flag of California has a 5-pointed star, originally an allusion to this state that also fought for independence from Mexico",Texas
67,33,"Show #7584 - Thursday, July 27, 2017",PENNANTS,$400,"After a Bobby Thomson home run on Oct. 3, 1951, Russ Hodges screamed, they ""win the pennant!"" 4 times",the Giants
68,33,"Show #7584 - Thursday, July 27, 2017",THE JOLLY ROGER,$400,"Jolly good! On May 6, 1954 in Oxford, England, he ran the mile in 3 minutes, 59.4 seconds",(Roger) Bannister
69,33,"Show #7584 - Thursday, July 27, 2017","THE ""STAR""S & ""STRIPE""S",$400,Fashion pattern used in certain suits or by a team very familiar with winning pennants,pinstripes
70,33,"Show #7584 - Thursday, July 27, 2017",TRY COLOR,$400,"Aptly, the girl in ""Peanuts"" with this first name sometimes wore a purple dress",Violet
71,33,"Show #7584 - Thursday, July 27, 2017","THE UNION, JACK",$400,In November 1862 this bewhiskered man replaced General McClellan as head of Union troops,Burnside
72,33,"Show #7584 - Thursday, July 27, 2017",STATE FLAGS,$600,"Indiana's flag has a flaming gold one of these, representing liberty & enlightenment",a torch
73,33,"Show #7584 - Thursday, July 27, 2017",PENNANTS,$600,"The Dodgers had a little help winning the 1963 pennant; this lefty won 25 games, 11 by shutout",Sandy Koufax
74,33,"Show #7584 - Thursday, July 27, 2017",THE JOLLY ROGER,$600,"1994's ""North"" left this late reviewer un-jolly: ""I hated this movie. Hated hated hated hated hated this movie. Hated it""",Roger Ebert
75,33,"Show #7584 - Thursday, July 27, 2017","THE ""STAR""S & ""STRIPE""S",$600,"Hyphenated term meaning ill-fated, like doomed lovers",star-crossed
76,33,"Show #7584 - Thursday, July 27, 2017",TRY COLOR,$600,The auburn hair seen here is a result of this plant dye,henna
77,33,"Show #7584 - Thursday, July 27, 2017","THE UNION, JACK",$600,"Although the Union won the August 1864 Battle of this bay, the city itself remained in Southern hands",Mobile Bay
78,33,"Show #7584 - Thursday, July 27, 2017",STATE FLAGS,$800,"New Hampshire's flag shows the frigate Raleigh being built at this ""Port"" city",Portsmouth
79,33,"Show #7584 - Thursday, July 27, 2017",PENNANTS,$800,No big surprise that this all-time steals king was 1989's ALCS MVP for the A's; he stole 8 bases in 5 games & hit .400,Rickey Henderson
80,33,"Show #7584 - Thursday, July 27, 2017",THE JOLLY ROGER,"DD: $1,600","Between signing the Dec. of Ind. & the Constitution, Roger Sherman autographed this govt.-organizing document in 1777",the Articles of Confederation
81,33,"Show #7584 - Thursday, July 27, 2017","THE ""STAR""S & ""STRIPE""S",$800,To suddenly activate a plan or a motorcycle,kickstart
82,33,"Show #7584 - Thursday, July 27, 2017",TRY COLOR,$800,These 2 colors are in the name of an Irish song about a lad with a Protestant dad & a Catholic mom,orange and green
83,33,"Show #7584 - Thursday, July 27, 2017","THE UNION, JACK",$800,"This Scottish-born detective in charge of getting secrets from the South wrote a memoir called ""The Spy of the Rebellion""",Pinkerton
84,33,"Show #7584 - Thursday, July 27, 2017",STATE FLAGS,$1000,It's the only state flag that has a green background,Washington
85,33,"Show #7584 - Thursday, July 27, 2017",PENNANTS,$1000,"In 2007 this slugger had some Big Papi in his bat, hitting .714 in the ALDS on the way to pennant & World Series wins",(David) Ortiz
86,33,"Show #7584 - Thursday, July 27, 2017",THE JOLLY ROGER,$1000,An English dance called the Sir Roger de Coverley evolved into a jolly dance for couples called this state's reel,the Virginia reel
87,33,"Show #7584 - Thursday, July 27, 2017","THE ""STAR""S & ""STRIPE""S",$1000,"If you're an L.A. County health career junior volunteer, you have this tasty job",a candy striper
88,33,"Show #7584 - Thursday, July 27, 2017",TRY COLOR,$1000,"The iPhone 7 comes in a metallic pink with this 2-word name, also popular for jewelry",rose gold
89,33,"Show #7584 - Thursday, July 27, 2017","THE UNION, JACK",$1000,"Days after assuming command of the Army of the Potomac, he led the Union to victory at Gettysburg",(George) Meade
90,33,"Show #7584 - Thursday, July 27, 2017",THE LITERARY DR. PHIL SHOW,$400,"So you say after you became king of Thebes, you met the girl of your dreams, but she turned out to be your mother?",Oedipus
91,33,"Show #7584 - Thursday, July 27, 2017",14-LETTER WORDS,$400,"Adjective meaning concerning the heart & blood vessels, collectively",cardiovascular
92,33,"Show #7584 - Thursday, July 27, 2017",BOTANY,$400,"The vein structure of these parts can be parallel, pinnate or palmate",leaves
93,33,"Show #7584 - Thursday, July 27, 2017",THE BRIDGE & TUNNEL CROWD,$400,Tour de France champ Chris Froome is the first man to cycle from England to France via this; it took 55 minutes,the Chunnel
94,33,"Show #7584 - Thursday, July 27, 2017",ROCK & ROLL HALL OF FAMERS BY HIT,$400,"""Everybody Hurts"", ""The One I Love""",R.E.M.
95,33,"Show #7584 - Thursday, July 27, 2017",LET'S ALL GO TO THE LIBRARY,$400,"Burned by the Brits in 1814, the Library of Congress was rebuilt with the purchase of 6,487 books from this man",(Thomas) Jefferson
96,33,"Show #7584 - Thursday, July 27, 2017",THE LITERARY DR. PHIL SHOW,$800,"I know you are already under Dr. Spielvogel's care, but do you see life as just one long complaint to him & me?",Portnoy
97,33,"Show #7584 - Thursday, July 27, 2017",14-LETTER WORDS,$800,The period of a film's creation after all the footage is shot & it's being readied for release,postproduction
98,33,"Show #7584 - Thursday, July 27, 2017",BOTANY,$800,"(Jimmy of the Clue Crew shows a table of hereditary traits on the monitor.) To study heredity, this botanist used seven pairs of distinctive traits, including pod color--green or yellow--and stem size",Mendel
99,33,"Show #7584 - Thursday, July 27, 2017",THE BRIDGE & TUNNEL CROWD,$800,"Spanning the Allegheny River, the 7th Street bridge in Pittsburgh is officially named for this pop artist",Andy Warhol
100,33,"Show #7584 - Thursday, July 27, 2017",ROCK & ROLL HALL OF FAMERS BY HIT,$800,"""Back On The Chain Gang""",The Pretenders
101,33,"Show #7584 - Thursday, July 27, 2017",LET'S ALL GO TO THE LIBRARY,$800,California's Huntington Library holds the precious Ellesmere manuscript of this medieval English poet's work,Chaucer
102,33,"Show #7584 - Thursday, July 27, 2017",THE LITERARY DR. PHIL SHOW,$1200,"""You, my creator, abhor me""; how does it make you feel to hear those painful words?",Frankenstein
103,33,"Show #7584 - Thursday, July 27, 2017",14-LETTER WORDS,$1200,It's a large increase in a species' numbers leading to a depletion of available resources,overpopulation
104,33,"Show #7584 - Thursday, July 27, 2017",BOTANY,"DD: $1,200","Also known as the trailing arbutus, it's said to have been named by the Pilgrims; its bloom was the 1st seen in the spring of 1621",the mayflower
105,33,"Show #7584 - Thursday, July 27, 2017",THE BRIDGE & TUNNEL CROWD,$1200,"The McClure Tunnel in Santa Monica marks the western terminus of the 10 freeway, which transitions to this highway, the PCH",the Pacific Coast Highway
106,33,"Show #7584 - Thursday, July 27, 2017",ROCK & ROLL HALL OF FAMERS BY HIT,$1200,"""Burning Down The House"", ""Wild Wild Life""",Talking Heads
107,33,"Show #7584 - Thursday, July 27, 2017",LET'S ALL GO TO THE LIBRARY,$1200,The Harold Washington Library Center is this city's main public library,Chicago
108,33,"Show #7584 - Thursday, July 27, 2017",THE LITERARY DR. PHIL SHOW,$1600,Do you judge the rest of us? The ones who haven't morphed yet into beetlelike insects?,Gregor Samsa
109,33,"Show #7584 - Thursday, July 27, 2017",14-LETTER WORDS,$1600,"Similar to hallucinations, it's a phantastic sequence of haphazard imagery as seen in dreams or fever",phantasmagoria
110,33,"Show #7584 - Thursday, July 27, 2017",BOTANY,$1600,"Generally, 60-70% of the dietary fiber in citrus fruits is this gelling agent used to make jams & jellies",pectin
111,33,"Show #7584 - Thursday, July 27, 2017",THE BRIDGE & TUNNEL CROWD,$1600,These lions outside Beijing watch people go between them on the bridge named for this European born in 1254,Marco Polo
112,33,"Show #7584 - Thursday, July 27, 2017",ROCK & ROLL HALL OF FAMERS BY HIT,$1600,"""Green River"", ""Lookin' Out My Back Door""",Creedence Clearwater
113,33,"Show #7584 - Thursday, July 27, 2017",LET'S ALL GO TO THE LIBRARY,$1600,"Have a cup of coffee before taking in this D.C. Shakespeare library's 255,000 books & 55,000 manuscripts",Folger
114,33,"Show #7584 - Thursday, July 27, 2017",THE LITERARY DR. PHIL SHOW,$2000,It's time to search your heart & try to forgive yourself right now for axing that pawnbroker & her half sister,Raskolnikov
115,33,"Show #7584 - Thursday, July 27, 2017",14-LETTER WORDS,$2000,A quality of only judging something by the way it looks & not by what it's made of,superficiality
116,33,"Show #7584 - Thursday, July 27, 2017",BOTANY,$2000,"Also called wild hazel, this evergreen shrub of the Sonoran Desert is prized for its oil used in cosmetics",jojoba
117,33,"Show #7584 - Thursday, July 27, 2017",THE BRIDGE & TUNNEL CROWD,"DD: $2,000","Named for its engineer, this tunnel from Manhattan to Jersey City opened in 1927",Holland
118,33,"Show #7584 - Thursday, July 27, 2017",ROCK & ROLL HALL OF FAMERS BY HIT,$2000,"""Do You Believe In Magic""",The Lovin\' Spoonful
119,33,"Show #7584 - Thursday, July 27, 2017",LET'S ALL GO TO THE LIBRARY,$2000,The venerable Oxford University library is named for an Elizabethan patron,the Bodleian Library
120,33,"Show #7584 - Thursday, July 27, 2017",THE OSCARS,,"This Brit is the only actor to get Oscar nominations for playing 2 real-life U.S. presidents, both for 1990s films",Anthony Hopkins
121,33,"Show #7583 - Wednesday, July 26, 2017",THE DIRECTOR'S CUT,$200,In 2009 Steven Soderbergh was off the team & Bennett Miller was up to bat as director of this Brad Pitt drama,Moneyball
122,33,"Show #7583 - Wednesday, July 26, 2017",ELECTRICITY,$200,The whiskers don't do the shocking on the electric type of this fish; it has specialized bio-electric organs,a catfish
123,33,"Show #7583 - Wednesday, July 26, 2017",WHO WROTE IT?,$200,"""Prince Lestat""",Anne Rice
124,33,"Show #7583 - Wednesday, July 26, 2017",N*P*R,$200,This adjective meaning see-through can also mean open to public scrutiny,transparent
125,33,"Show #7583 - Wednesday, July 26, 2017",ENGLISH MUFFINS,$200,Lean Canadian bacon & English muffins are key ingredients of this McDonald's staple,an Egg McMuffin
126,33,"Show #7583 - Wednesday, July 26, 2017",CROOKS & NANNIES,$200,Elin Nordegren went from nannydom into marriage & then a $750 million divorce settlement from him,Tiger Woods
127,33,"Show #7583 - Wednesday, July 26, 2017",THE DIRECTOR'S CUT,$400,"For this 1939 fantasy classic, Victor Fleming replaced George Cukor",The Wizard of Oz
128,33,"Show #7583 - Wednesday, July 26, 2017",ELECTRICITY,$400,Current in fluids has these charged atoms going in opposite directions depending on if they're positive or negative,ions
129,33,"Show #7583 - Wednesday, July 26, 2017",WHO WROTE IT?,$400,"""Naked Lunch""",William S. Burroughs
130,33,"Show #7583 - Wednesday, July 26, 2017",N*P*R,$400,"Good news may make you ""turn"" these with joy",handsprings
131,33,"Show #7583 - Wednesday, July 26, 2017",ENGLISH MUFFINS,$400,foodandwine.com suggests a Caesar salad employing the English muffins' crunchiness in this role,crouton
132,33,"Show #7583 - Wednesday, July 26, 2017",CROOKS & NANNIES,$400,"Unscrupulous 19th century financiers like James Fisk were known as ""robber"" these",barons
133,33,"Show #7583 - Wednesday, July 26, 2017",THE DIRECTOR'S CUT,$600,The original director of this 1977 classic about weekends at the disco was forced to boogie away,Saturday Night Fever
134,33,"Show #7583 - Wednesday, July 26, 2017",ELECTRICITY,$600,Luigi Galvani got a dead frog to twitch by touching metal to these during an electrical storm,nerves
135,33,"Show #7583 - Wednesday, July 26, 2017",WHO WROTE IT?,$600,"""The Screwtape Letters""",C.S. Lewis
136,33,"Show #7583 - Wednesday, July 26, 2017",N*P*R,$600,It's another name for a movie's director of photography,cinematographer
137,33,"Show #7583 - Wednesday, July 26, 2017",ENGLISH MUFFINS,$600,"This morning dish made with English muffins isn't named for an American traitor, but rather a Delmonico's patron",Eggs Benedict
138,33,"Show #7583 - Wednesday, July 26, 2017",CROOKS & NANNIES,$600,"""Supernanny"" Jo Frost has a ""naughty step"" where your little one sits for this period, one minute for each year old",time-out
139,33,"Show #7583 - Wednesday, July 26, 2017",THE DIRECTOR'S CUT,$800,Kirk Douglas got Anthony Mann cut from this 1960 gladiator epic & found young Stanley Kubrick to replace him,Spartacus
140,33,"Show #7583 - Wednesday, July 26, 2017",ELECTRICITY,$800,"Many car batteries use a solution of sulfuric acid & water called this, also what Gatorade tries to replenish",electrolytes
141,33,"Show #7583 - Wednesday, July 26, 2017",WHO WROTE IT?,$800,"""Breakfast at Tiffany's""",Truman Capote
142,33,"Show #7583 - Wednesday, July 26, 2017",N*P*R,$800,This small island nation is the largest port in southeast Asia,Singapore
143,33,"Show #7583 - Wednesday, July 26, 2017",ENGLISH MUFFINS,$800,"""Nooks & crannies"" is a trademark of this brand of English muffin",Thomas
144,33,"Show #7583 - Wednesday, July 26, 2017",CROOKS & NANNIES,"DD: $1,500","Ironically, a lawman is carrying the weapon that gave this gangster his nickname",Machine Gun Kelly
145,33,"Show #7583 - Wednesday, July 26, 2017",THE DIRECTOR'S CUT,$1000,"Original director Philip Kaufman had creative differences with this final director of ""The Outlaw Josey Wales""",Clint Eastwood
146,33,"Show #7583 - Wednesday, July 26, 2017",ELECTRICITY,$1000,Rubber casings around copper wiring act as one of these retardants of electricity,an insulator
147,33,"Show #7583 - Wednesday, July 26, 2017",WHO WROTE IT?,$1000,"""Rumble Fish"" & ""That Was Then, This Is Now""",S.E. Hinton
148,33,"Show #7583 - Wednesday, July 26, 2017",N*P*R,$1000,This naval vessel's purpose is to seek out & destroy floating enemy bombs,a minesweeper
149,33,"Show #7583 - Wednesday, July 26, 2017",ENGLISH MUFFINS,$1000,"This teatime treat with a 7-letter name is basically an English muffin, though often served whole, not split",a crumpet
150,33,"Show #7583 - Wednesday, July 26, 2017",CROOKS & NANNIES,$1000,Maria Borrallo is nanny to these 2 royals who live in a big palace,George and Charlotte
151,33,"Show #7583 - Wednesday, July 26, 2017",LUCKY 13th CENTURY,$400,"After the destruction of Baghdad in 1258, the Mamluks based their caliphate in this Egyptian city",Cairo
152,33,"Show #7583 - Wednesday, July 26, 2017",BEE WORDS,$400,Weals of urticaria are this itchy skin condition,hives
153,33,"Show #7583 - Wednesday, July 26, 2017",ELECTIONS IN CANADA,$400,"The leader of the majority party in Canadian federal elections gets this job, natch",prime minister
154,33,"Show #7583 - Wednesday, July 26, 2017","A TALE OF ""NEW"" CITIES",$400,The Puritans found safety when they settled this Connecticut city in 1638,New Haven
155,33,"Show #7583 - Wednesday, July 26, 2017",BRITANNICA BYLINES,$400,"He conjured up the entry on conjuring for the 1926 edition, the same year as his untimely death",Harry Houdini
156,33,"Show #7583 - Wednesday, July 26, 2017",LYRICS FROM BROADWAY,$400,"""Nobody knows in America Puerto Rico's in America!""",West Side Story
157,33,"Show #7583 - Wednesday, July 26, 2017",LUCKY 13th CENTURY,$800,"Obviously in no need of fertile land, Haakon IV of this country gained sovereignty over Greenland & Iceland",Norway
158,33,"Show #7583 - Wednesday, July 26, 2017",BEE WORDS,$800,"Quadcopters being all the rage, ESPN now airs the DRL, or this Racing League",drone
159,33,"Show #7583 - Wednesday, July 26, 2017",ELECTIONS IN CANADA,$800,"The party that wins the second-most seats is termed the ""official"" this other ""O"" word",opposition
160,33,"Show #7583 - Wednesday, July 26, 2017","A TALE OF ""NEW"" CITIES",$800,"Founded in 1718, it was ceded to Spain in 1763, ceded to France in 1800 & sold to the U.S. in 1803",New Orleans
161,33,"Show #7583 - Wednesday, July 26, 2017",BRITANNICA BYLINES,$800,Noted anarchist Prince Peter Alexeivitch Kropotkin wrote a 19th century entry on this capital,Moscow (or Saint Petersburg)
162,33,"Show #7583 - Wednesday, July 26, 2017",LYRICS FROM BROADWAY,$800,"""Sad to say your dream is not the kind of dream I'd like to get, Pharaoh has it in for you""",Joseph and the Amazing Technicolor Dreamcoat
163,33,"Show #7583 - Wednesday, July 26, 2017",LUCKY 13th CENTURY,$1200,"The Louvre sees a new sense of humanity in a work by Cimabue, who it credits with the rebirth of painting in this country",Italy
164,33,"Show #7583 - Wednesday, July 26, 2017",BEE WORDS,$1200,Zeus & friends ate ambrosia & drank this,nectar
165,33,"Show #7583 - Wednesday, July 26, 2017",ELECTIONS IN CANADA,$1200,"Unlike in the U.S., you can vote in Canada even while living in these, like the Saskatchewan federal one",a prison
166,33,"Show #7583 - Wednesday, July 26, 2017","A TALE OF ""NEW"" CITIES","DD: $2,500","Situated on the west bank of the Yamuna River, it was formally dedicated in 1931",New Delhi
167,33,"Show #7583 - Wednesday, July 26, 2017",BRITANNICA BYLINES,$1200,"No poser, Tony Hawk busted out the rad entry on this",skateboarding
168,33,"Show #7583 - Wednesday, July 26, 2017",LYRICS FROM BROADWAY,"DD: $1,400","""And God said, 'Joe, people really need to know that the Bible isn't two parts, there's a part three'""",The Book of Mormon
169,33,"Show #7583 - Wednesday, July 26, 2017",LUCKY 13th CENTURY,$1600,"By the 1270s this Dominican saint was summing up the religious thought of his time in the ""Summa Theologica""",Thomas Aquinas
170,33,"Show #7583 - Wednesday, July 26, 2017",BEE WORDS,$1600,"These ""words"" by definition are in vogue & culturally trendy",buzzwords
171,33,"Show #7583 - Wednesday, July 26, 2017",ELECTIONS IN CANADA,$1600,"In a 2014 provincial election, Philippe Couillard & the Liberals beat Pauline Marois & the PQ, or Parti this",Quebecois
172,33,"Show #7583 - Wednesday, July 26, 2017","A TALE OF ""NEW"" CITIES",$1600,"An annual ""Moby Dick"" marathon takes place at this Massachusetts city's whaling museum",New Bedford
