,season,episode,category,value,clue,answer
50,32,"Show #7355 - Friday, July 29, 2016",WORKING WITH A BEATLE,$1600,"""Handle with Care""! Along with George, this '80s group featured Jeff Lynne, Roy Orbison, Tom Petty & Bob Dylan",the Traveling Wilburys
51,32,"Show #7355 - Friday, July 29, 2016",BATTLESHIPS,"DD: $3,000",A classic Eisenstein film recounts the drama of a real naval mutiny aboard this Russian battleship,the battleship Potemkin
52,32,"Show #7355 - Friday, July 29, 2016",WORD ORIGINS,$1600,"Person comes from ""persona"", one of these donned by a Roman actor to play a different character",a mask
53,32,"Show #7355 - Friday, July 29, 2016",TRAVEL IRELAND,$1600,"This town is known for the great trout fishing in the Blackwater River &, of course, the Abbey & its famous ""Book""",Kells
54,32,"Show #7355 - Friday, July 29, 2016",SPELL THE FIRST NAME,$2000,Secretary of Homeland Security Mr. Johnson,J-E-H
55,32,"Show #7355 - Friday, July 29, 2016",WORKING WITH A BEATLE,$2000,"On Thanksgiving 1974, John joined this man at Madison Square Garden to perform ""Lucy In The Sky With Diamonds""",Elton John
56,32,"Show #7355 - Friday, July 29, 2016",BATTLESHIPS,$2000,This British warship launched in 1906 lent its name to a class of big-gun battleships,the Dreadnought
57,32,"Show #7355 - Friday, July 29, 2016",WORD ORIGINS,$2000,"French for ""raw"", it's the 4-letter name of a light grayish-yellowish-brown",ecru
58,32,"Show #7355 - Friday, July 29, 2016",TRAVEL IRELAND,$2000,"A statue of this cockle & mussel seller on Grafton Street is known by Dubliners as the ""Tart with the Cart""",Molly Malone
59,32,"Show #7355 - Friday, July 29, 2016",COLLEGES & UNIVERSITIES,,This Catholic university gets its name from the Latin for “new” & “house” & was in the news in Spring 2016,Villanova
60,32,"Show #7354 - Thursday, July 28, 2016",CLUES ACROSS AMERICA,$200,(I'm Ryan Chiaverini.)  (And I'm Val Warner of Windy City Live.) Everyone knows Chicago is the Windy City some say it has to do with the way we brag about out town......But more likely it has to do with the stiff breezes that come off of this lake,Lake Michigan
61,32,"Show #7354 - Thursday, July 28, 2016",SOUNDS LIKE A STAR WARS CHARACTER,$200,"Author of ""Acts of the Apostles""",Luke
62,32,"Show #7354 - Thursday, July 28, 2016",THE BOOK BIZ,$200,"A taxi driver, or an author who churns out books quickly for profit",a hack
63,32,"Show #7354 - Thursday, July 28, 2016",MAJOR SPORTS TEAMS' NAMES IN COMMON,$200,New York & San Francisco,the Giants
64,32,"Show #7354 - Thursday, July 28, 2016",CLUES ACROSS AMERICA,$400,"(I'm Christa Dubill from 41 Action News.) Synonymous with Kansas City barbecue, Arthur Bryant's, one of the city's oldest & most iconic barbecue joints has been a favorite of several president beginning with this Missouri native son",(Harry) Truman
65,32,"Show #7354 - Thursday, July 28, 2016",SOUNDS LIKE A STAR WARS CHARACTER,$400,"Something requiring extra mastication, like bubble gum",chewy
66,32,"Show #7354 - Thursday, July 28, 2016",THE BOOK BIZ,$400,This set of proofs that sound like oar-propelled ships come in long vertical columns,galleys
67,32,"Show #7354 - Thursday, July 28, 2016",MAJOR SPORTS TEAMS' NAMES IN COMMON,$400,New York & Texas,the Rangers
68,32,"Show #7354 - Thursday, July 28, 2016",ONOMATOPOETIC WORDS,$400,"Keys and coins can do it in your pocket, & a catchy ad can feature one",a jingle
69,32,"Show #7354 - Thursday, July 28, 2016",CLUES ACROSS AMERICA,$600,"(Here with the clue is Angelica Thornton of KATU.) Covering a city block & housing a million volumes Powell's Books covers the whole universe on its shelves, but it also has books of local interest like this one by Fred Armisen & Carrie Brownstein that shares its name with their TV show",Portlandia
70,32,"Show #7354 - Thursday, July 28, 2016",SOUNDS LIKE A STAR WARS CHARACTER,"DD: $1,000","River, people or dynasty of China",Han
71,32,"Show #7354 - Thursday, July 28, 2016",HONORARY HARLEM GLOBETROTTERS,$600,"He traveled the world with the USO, performing his first show in 1941 & his last in 1990",Bob Hope
72,32,"Show #7354 - Thursday, July 28, 2016",THE BOOK BIZ,$600,"Under his own name for once, Andrew Crofts published ""Confessions of"" this type of writer",a ghostwriter
73,32,"Show #7354 - Thursday, July 28, 2016",MAJOR SPORTS TEAMS' NAMES IN COMMON,$600,New York & Winnipeg,the Jets
74,32,"Show #7354 - Thursday, July 28, 2016",ONOMATOPOETIC WORDS,$600,"It means ""Move your car!"" or ""Start leaving a message""",a beep
75,32,"Show #7354 - Thursday, July 28, 2016",CLUES ACROSS AMERICA,$800,"(I'm Kidd O'Shea from ABC 7 News.) All vice presidents have worked out of the Eisenhower Executive Office Building starting with this man, who in 1961 wanted an office in the White House but was moved next door as part of his sidelining by the administration",Lyndon B. Johnson
76,32,"Show #7354 - Thursday, July 28, 2016",SOUNDS LIKE A STAR WARS CHARACTER,$800,"""Village Voice"" off-Broadway awards for the pale?",the Obie-wan
77,32,"Show #7354 - Thursday, July 28, 2016",HONORARY HARLEM GLOBETROTTERS,$800,"Before running for president, he founded PUSH (People United to Save Humanity) in Chicago in 1971",Jesse Jackson
78,32,"Show #7354 - Thursday, July 28, 2016",THE BOOK BIZ,$800,Publishers often pursue these short endorsements that go on the back cover; Thomas Pynchon is a big get,blurbs
79,32,"Show #7354 - Thursday, July 28, 2016",MAJOR SPORTS TEAMS' NAMES IN COMMON,$800,Arizona & St. Louis,the Cardinals
80,32,"Show #7354 - Thursday, July 28, 2016",ONOMATOPOETIC WORDS,$800,"4-letter spelling of the word the OED says is imitative of ""the sound made in clearing the throat""",A-H-E-M
81,32,"Show #7354 - Thursday, July 28, 2016",CLUES ACROSS AMERICA,$1000,"(Hi, I'm Lucy Bustamante from 13 News Now.) Today the guns of the battleship Wisconsin are silent on Norfolk's waterfront-- but in 1945 they were fired on Okinawa as part of Admiral Raymond Spruance's Fifth this",the Fifth Fleet
82,32,"Show #7354 - Thursday, July 28, 2016",SOUNDS LIKE A STAR WARS CHARACTER,$1000,"Of the 7 hills of Rome, the one where Romulus & Remus were found",the Palatine
83,32,"Show #7354 - Thursday, July 28, 2016",HONORARY HARLEM GLOBETROTTERS,$1000,"This comedian was out of this world as Guinan on ""Star Trek: The Next Generation""",Whoopi Goldberg
84,32,"Show #7354 - Thursday, July 28, 2016",THE BOOK BIZ,$1000,"A young assistant in publishing was once known as a ""printer's"" one of these-- sounds sinister",a printer\'s devil
85,32,"Show #7354 - Thursday, July 28, 2016",MAJOR SPORTS TEAMS' NAMES IN COMMON,$1000,Florida & Carolina,the Panthers
86,32,"Show #7354 - Thursday, July 28, 2016",ONOMATOPOETIC WORDS,$1000,"Proverbially, ""All"" this, ""no steak"" means something didn't live up to expectations","all sizzle, no steak"
87,32,"Show #7354 - Thursday, July 28, 2016",WELCOME TO MONACO,$400,"In all .78 square miles of Monaco, this is the official religion",Catholicism
88,32,"Show #7354 - Thursday, July 28, 2016",AFRICAN-AMERICAN LITERATURE,$400,August Wilson chronicled the Black experience in his cycle of plays set in the Hill District of this Pennsylvania city,Pittsburgh
89,32,"Show #7354 - Thursday, July 28, 2016",CLASSICAL COMPOSITIONS BY CENTURY,$400,"""Internet Symphony"" by Tan Dun",21st century
90,32,"Show #7354 - Thursday, July 28, 2016",HISTORY,$400,"In 1684 this Quaker said, ""I have led the greatest colony into America that ever any man did upon a private credit""",(William) Penn
91,32,"Show #7354 - Thursday, July 28, 2016",DEPRESSING QUOTES,$400,"Robert Frost schooled us with ""No tear for the writer, no tears in"" this",the reader
92,32,"Show #7354 - Thursday, July 28, 2016","CROSSWORD CLUES ""B""",$400,Arm bauble (8),a bracelet
93,32,"Show #7354 - Thursday, July 28, 2016",WELCOME TO MONACO,$800,"Here are royalty with the winner of this Monaco race, called the most glamorous race on the Formula 1 circuit",the Grand Prix (of Monaco)
94,32,"Show #7354 - Thursday, July 28, 2016",AFRICAN-AMERICAN LITERATURE,$800,Here's this poet & author; note the color she's wearing,(Alice) Walker
95,32,"Show #7354 - Thursday, July 28, 2016",HISTORY,$800,"Born in 1746, this Polish patriot fought in America's war for independence & is called the ""Hero of Two Worlds""",Tadeusz Kosciuszko
96,32,"Show #7354 - Thursday, July 28, 2016",DEPRESSING QUOTES,$800,"This Defense secretary under George W. Bush said, ""Death has a tendency to encourage a depressing view of war""",Rumsfeld
97,32,"Show #7354 - Thursday, July 28, 2016","CROSSWORD CLUES ""B""",$800,Mom & dad's date night essential (10),a babysitter
98,32,"Show #7354 - Thursday, July 28, 2016",WELCOME TO MONACO,$1200,The name of this area of Monaco was put on a Las Vegas casino in 1996,Monte Carlo
99,32,"Show #7354 - Thursday, July 28, 2016",AFRICAN-AMERICAN LITERATURE,$1200,"Langston Hughes wrote, ""What happens to a dream deferred? Does it dry up like"" this, later the title of a play",A Raisin in the Sun
100,32,"Show #7354 - Thursday, July 28, 2016",CLASSICAL COMPOSITIONS BY CENTURY,"DD: $2,000","Mozart's ""Don Giovanni""",the 18th
101,32,"Show #7354 - Thursday, July 28, 2016",HISTORY,$1200,"Dams built by this government agency created in 1933 spawned ""the Great Lakes of the South""",the TVA (Tennessee Valley Authority)
102,32,"Show #7354 - Thursday, July 28, 2016",DEPRESSING QUOTES,$1200,"It's famously said it's one of these ""when a neighbor loses his job; it's a depression when you lose yours""",a recession
103,32,"Show #7354 - Thursday, July 28, 2016","CROSSWORD CLUES ""B""",$1200,Neighbor of a Guatemalan (8),Belizian
104,32,"Show #7354 - Thursday, July 28, 2016",WELCOME TO MONACO,$1600,Yacht-friendly Port Hercule has one of the few deep water marina's on this Italian-Monegasque-French coast,the Riviera
105,32,"Show #7354 - Thursday, July 28, 2016",AFRICAN-AMERICAN LITERATURE,$1600,"""My Bondage and My Freedom"" from 1855 is his second autobiography",Frederick Douglass
106,32,"Show #7354 - Thursday, July 28, 2016",HISTORY,$1600,"In 1954 Joseph Nye Welch, special council for the Army, asked him, ""Have you no sense of decency?""",McCarthy
107,32,"Show #7354 - Thursday, July 28, 2016",DEPRESSING QUOTES,$1600,"Sartre wrote in ""No Exit"" that this ""is other people""",Hell
108,32,"Show #7354 - Thursday, July 28, 2016","CROSSWORD CLUES ""B""",$1600,B.A. stretched to 13 letters (13),baccalaureate
109,32,"Show #7354 - Thursday, July 28, 2016",WELCOME TO MONACO,$2000,In 1297 this family began its long reign over Monaco,the Grimaldis
110,32,"Show #7354 - Thursday, July 28, 2016",AFRICAN-AMERICAN LITERATURE,$2000,This novel by Zora Neale Hurston tells the story of Janie Crawford & her 3 marriages,Their Eyes Were Watching God
111,32,"Show #7354 - Thursday, July 28, 2016",HISTORY,$2000,The discovery of gold near this double-talk Washington city made it a hotbed of activity in the 1860s,Walla Walla
112,32,"Show #7354 - Thursday, July 28, 2016",DEPRESSING QUOTES,"DD: $2,500","F. Scott Fitzgerald said, ""Show me"" one of these characters ""and I will write you a tragedy""",a hero
113,32,"Show #7354 - Thursday, July 28, 2016","CROSSWORD CLUES ""B""",$2000,What a madhouse (6),bedlam
114,32,"Show #7354 - Thursday, July 28, 2016",NAMES IN THE NEWS,,"This 52-year-old went through a temporary growth spurt, growing 2 inches in less than a year, as revealed by a 2016 physical",Scott Kelly
115,32,"Show #7353 - Wednesday, July 27, 2016",BASEBALL,$200,"(Sarah of the Clue Crew reports from the Ronald Reagan Presidential Library.)  In San Diego on August 4, 2007, Barry Bonds hit this ball 382 feet to tie the all-time home run record of this man, technically",Hank Aaron
116,32,"Show #7353 - Wednesday, July 27, 2016",FRUIT STAND,$200,Golden pippin & Ambrosia are types of this,an apple
117,32,"Show #7353 - Wednesday, July 27, 2016",5-LETTER MUSICAL INSTRUMENTS,$200,In 2015 Steve Martin & Pete Seeger were inducted into the Hall of Fame for this instrument,the banjo
118,32,"Show #7353 - Wednesday, July 27, 2016",TIME'S PERSON OF THE YEAR,$200,"2004: ""For reshaping the rules of politics to fit his ten-gallon style""",George W. Bush
119,32,"Show #7353 - Wednesday, July 27, 2016","ENGLAND, SCOTLAND OR WALES",$200,"Holyhead,Pwll",Wales
120,32,"Show #7353 - Wednesday, July 27, 2016",WAYS OF BEING,$200,"In Roman amphitheaters, trap doors led to numerous passageways beneath this fighting space",the arena
121,32,"Show #7353 - Wednesday, July 27, 2016",BASEBALL,$400,"(Kelly of the Clue Crew reports from the Ronald Reagan Presidential Library.)  Here's the ball hit by this Yankee legend who broke a 44-game hitting streak record held by ""Wee Willie"" Keeler",Joe DiMaggio
122,32,"Show #7353 - Wednesday, July 27, 2016",FRUIT STAND,$400,Texas developed the Ruby type of this citrus fruit,a grapefruit
123,32,"Show #7353 - Wednesday, July 27, 2016",5-LETTER MUSICAL INSTRUMENTS,$400,"It must have been magic; a platinum one of these woodwinds with silver keys sold for $187,000 in 1986",a flute
124,32,"Show #7353 - Wednesday, July 27, 2016",TIME'S PERSON OF THE YEAR,$400,"1995: ""Speaker of the House spearheaded G.O.P.'s sweeping Congressional victory""",(Newt) Gingrich
125,32,"Show #7353 - Wednesday, July 27, 2016","ENGLAND, SCOTLAND OR WALES",$400,"Dunoon,Clydebank",Scotland
126,32,"Show #7353 - Wednesday, July 27, 2016",WAYS OF BEING,$400,"Last name of Geoffrey, the first American fashion designer to open a Milan show",Beene
127,32,"Show #7353 - Wednesday, July 27, 2016",BASEBALL,$600,(Kelly of the Clue Crew reports from the Ronald Reagan Presidential Library.)  No major leaguer will ever again be permanently assigned the number of the jersey worn by this man,Jackie Robinson
128,32,"Show #7353 - Wednesday, July 27, 2016",FRUIT STAND,$600,Get anatomical with a cluster navel or Moro blood one,an orange
129,32,"Show #7353 - Wednesday, July 27, 2016",5-LETTER MUSICAL INSTRUMENTS,"DD: $2,200",“Pipedreams” is a public radio program devoted to this keyboard instrument,the organ
130,32,"Show #7353 - Wednesday, July 27, 2016",TIME'S PERSON OF THE YEAR,$600,"1958: ""Crisis in Algeria brought WWII hero back to power in France""",de Gaulle
131,32,"Show #7353 - Wednesday, July 27, 2016","ENGLAND, SCOTLAND OR WALES",$600,"Slough,Rutland",England
132,32,"Show #7353 - Wednesday, July 27, 2016",WAYS OF BEING,$600,This powdered root is mixed with water & adds spiciness to sashimi,wasabi
133,32,"Show #7353 - Wednesday, July 27, 2016",BASEBALL,$800,"(Sarah of the Clue Crew reports from the Ronald Reagan Presidential Library.)  Here's the 1957 MVP award for this Yankee, but that was a bit of an off year for him: he'd won the Triple Crown the previous year with 18 more home runs & 36 more RBIs",Mickey Mantle
134,32,"Show #7353 - Wednesday, July 27, 2016",FRUIT STAND,$800,There's a giant type of this lime named for islands,the key lime
135,32,"Show #7353 - Wednesday, July 27, 2016",5-LETTER MUSICAL INSTRUMENTS,$800,This instrument used for military calls has no valves or keys; tones are made by changing the tension of the lips,the bugle
136,32,"Show #7353 - Wednesday, July 27, 2016",TIME'S PERSON OF THE YEAR,$800,"1981: ""Solidarity leader struck first blows against Kremlin's empire""",Lech Walesa
137,32,"Show #7353 - Wednesday, July 27, 2016","ENGLAND, SCOTLAND OR WALES",$800,"Woking,Bootle",England
138,32,"Show #7353 - Wednesday, July 27, 2016",WAYS OF BEING,$800,A narrow strip of land; Greece has one of Corinth,an isthmus
139,32,"Show #7353 - Wednesday, July 27, 2016",BASEBALL,$1000,"(Kelly of the Clue Crew reports from the Ronald Reagan Presidential Library.)  Check out the incredibly rare 1909-11 t206 card of this ""Flying Dutchman""; in 2013, one went at auction for $2.1 million",Honus Wagner
140,32,"Show #7353 - Wednesday, July 27, 2016",FRUIT STAND,$1000,The halawy is a sweet type of this palm fruit,a date
141,32,"Show #7353 - Wednesday, July 27, 2016",5-LETTER MUSICAL INSTRUMENTS,$1000,Alisa Weilerstein & Mstislav Rostropovich are famed players of this stringed instrument,a cello
142,32,"Show #7353 - Wednesday, July 27, 2016",TIME'S PERSON OF THE YEAR,$1000,"1935: Ethiopia's king fought an incursion by Italy's strongman, Mussolini",(Haile) Selassie
143,32,"Show #7353 - Wednesday, July 27, 2016","ENGLAND, SCOTLAND OR WALES",$1000,"Bangor,Swansea",Wales
144,32,"Show #7353 - Wednesday, July 27, 2016",WAYS OF BEING,$1000,"Yes, Miss Earhart, this 10-letter word means ""to improve""",ameliorate
145,32,"Show #7353 - Wednesday, July 27, 2016",DANIEL BOONE WAS A MAN,$400,"The real Boone favored beaver hats, not these alliterative items, which he is said to have thought uncivilized",coonskin caps
146,32,"Show #7353 - Wednesday, July 27, 2016",MONEY MATTERS,$400,In 2015 a California man paid $2.5 million (or 250 million of these) for just one of these made in 1792,a penny
147,32,"Show #7353 - Wednesday, July 27, 2016",COMEDY TONIGHT,$400,"How do you stop police from tailing you in L.A.? Get Damon Wayans to give you bananas, like Eddie Murphy did in this '84 film",Beverly Hills Cop
148,32,"Show #7353 - Wednesday, July 27, 2016",LITERARY SISTERS,$400,She's Blanche DuBois' sister,Stella
149,32,"Show #7353 - Wednesday, July 27, 2016",BEASTLY APPENDAGES,$400,The venom-packed stinger of the Arizona barbed variety of this desert arachnid can deliver a fatal dose to humans,a scorpion
150,32,"Show #7353 - Wednesday, July 27, 2016","KICK OUT THE ""JAM""s",$400,Let's have one of these alliterative 2-word sleepovers,a pajama party
151,32,"Show #7353 - Wednesday, July 27, 2016",DANIEL BOONE WAS A MAN,$800,"Born in 1734, Daniel was turned down when he volunteered to serve in this conflict at the age of 78",the War of 1812
152,32,"Show #7353 - Wednesday, July 27, 2016",MONEY MATTERS,$800,In 2012 this former Argentine first lady was honored on that country's 100-peso note,Eva Perón
153,32,"Show #7353 - Wednesday, July 27, 2016",COMEDY TONIGHT,$800,"This late, great comic said, ""Nice guys finish first. if you don't know that, then you don't know where the finish line is""",(Garry) Shandling
154,32,"Show #7353 - Wednesday, July 27, 2016",LITERARY SISTERS,$800,"In books by Beverly Cleary, Ramona's older sister is Beatrice, nicknamed this",Beezus
155,32,"Show #7353 - Wednesday, July 27, 2016",BEASTLY APPENDAGES,$800,"To eat, snails extend a digestive organ called a radula covered with thousands of denticles, their version of these",teeth
156,32,"Show #7353 - Wednesday, July 27, 2016","KICK OUT THE ""JAM""s",$800,"I'll skip the crawfish pie & file gumbo, but pas me this rice, meat & seafood dish",jambalaya
157,32,"Show #7353 - Wednesday, July 27, 2016",DANIEL BOONE WAS A MAN,$1200,"After Boone's death in 1820, this Brit made him the subject of 7 stanzas of ""Don Juan""",Lord Byron
158,32,"Show #7353 - Wednesday, July 27, 2016",MONEY MATTERS,$1200,Lady Liberty used to be on the obverse of this coin until a president began getting face time in 1946,dime
159,32,"Show #7353 - Wednesday, July 27, 2016",COMEDY TONIGHT,$1200,"In standup specials this ""D List"" comic ""Does the Bible Belt"" & was ""50 and not Pregnant""",Kathy Griffin
160,32,"Show #7353 - Wednesday, July 27, 2016",LITERARY SISTERS,$1200,"Jessica & Elizabeth are the twin blonde sisters introduced in the ""Sweet"" series of young adult books",Sweet Valley High
161,32,"Show #7353 - Wednesday, July 27, 2016",BEASTLY APPENDAGES,$1200,"On animals like lizards, autotomy is an evasive defense mechanism that lets them do this",get rid of their tail
162,32,"Show #7353 - Wednesday, July 27, 2016","KICK OUT THE ""JAM""s",$1200,"Slang for money, particularly in $100 form",Benjamins
163,32,"Show #7353 - Wednesday, July 27, 2016",DANIEL BOONE WAS A MAN,$1600,In 1775 Boone bought his family to this settlement that still bears his name,Boonesborough
164,32,"Show #7353 - Wednesday, July 27, 2016",MONEY MATTERS,"DD: $4,600",It’s the basic monetary unit of Gibraltar,the pound
165,32,"Show #7353 - Wednesday, July 27, 2016",COMEDY TONIGHT,$1600,"Lucille Bluth, on this show: ""That coat cost more than your house!... Oh, that's how we joke. She doesn't even have a house""",Arrested Development
166,32,"Show #7353 - Wednesday, July 27, 2016",LITERARY SISTERS,"DD: $4,000",Suellen & Carreen O’Hara are a flighty pair of sisters in this novel.,Gone with the Wind
