,season,episode,category,value,clue,answer
36,1,"Show #165 - Friday, April 26, 1985",ARCHITECTURE,$800,"German school of architecture mentioned in Tom Wolfe title, ""From Our House to...""",Bauhaus
37,1,"Show #165 - Friday, April 26, 1985",PRESIDENTS,$800,"""Old Rough & Ready"", this 12th president & Mexican War hero is said to have never voted",Zachary Taylor
38,1,"Show #165 - Friday, April 26, 1985",INDONESIA,DD: $500,"Indonesia includes parts of these two islands, 2nd & 3rd largest in world",New Guinea & Borneo
39,1,"Show #165 - Friday, April 26, 1985",LITTLE BIG MEN,$800,Barnum's circus' midget whose stage name combined a military title & a fairy tale name,General Tom Thumb
40,1,"Show #165 - Friday, April 26, 1985",ARCHITECTURE,"DD: $1,000",Two of the three Greek orders of architecture,"(2 of) Doric, Corinthian & Ionic"
41,1,"Show #165 - Friday, April 26, 1985",PRESIDENTS,$1000,First president who was a college graduate,John Adams
42,1,"Show #165 - Friday, April 26, 1985",CARDS,$1000,"D.L. Coburn's Pulitzer Prize-winning play, based on 2 old people & a deck of cards",The Gin Game
43,1,"Show #165 - Friday, April 26, 1985",INDONESIA,$1000,"In '66, he took over government from Sukarno, & brought Indonesia back into the United Nations",(General) Suharto
44,1,"Show #165 - Friday, April 26, 1985",MEDICINE,$1000,"Affecting both people & animals, it was the 1st   germ linked to disease",anthrax
45,1,"Show #165 - Friday, April 26, 1985",LITTLE BIG MEN,$1000,"Diminutive actor who stood on a box to kiss Sophia Loren in ""Boy on a Dolphin""",Alan Ladd
46,1,"Show #165 - Friday, April 26, 1985",FAIRY TALES,,"Worldwide, this fairy tale has been subject of 58 films, more than any other story",Cinderella
47,1,"Show #164 - Thursday, April 25, 1985",GOVERNORS,$100,"State whose past governors include Patrick Henry, James Monroe & Thomas Jefferson",Virginia
48,1,"Show #164 - Thursday, April 25, 1985",4-WORD PHRASES,$100,"They tend to ""flock together""'",birds of a feather
49,1,"Show #164 - Thursday, April 25, 1985",THE OLYMPICS,$100,Athletes from this country march into the stadium first,Greece
50,1,"Show #164 - Thursday, April 25, 1985",TV TRIVIA,$100,"Though it's Irish & he's Lebanese, this was Danny Thomas' theme song","""Danny Boy"""
51,1,"Show #164 - Thursday, April 25, 1985",1960,$100,"""Liberated"" females were popping Enovid, 1st of these to win FDA approval",a birth control pill
52,1,"Show #164 - Thursday, April 25, 1985",NUTS,$100,"Associated with Hawaii, this Australian nut is named for chemist John Macadam",macadamia nuts
53,1,"Show #164 - Thursday, April 25, 1985",GOVERNORS,$200,"Until the 1st of his 2 unsuccessful tries for the White House, he was governor of Illinois",Adlai Stevenson
54,1,"Show #164 - Thursday, April 25, 1985",4-WORD PHRASES,$200,"Comes between ""2 for the show"" & ""4 to go""",3 to get ready
55,1,"Show #164 - Thursday, April 25, 1985",THE OLYMPICS,$200,"In 1980, he swept all 5 speed skating medals, most individual golds in a Winter Olympics",Eric Heiden
56,1,"Show #164 - Thursday, April 25, 1985",TV TRIVIA,$200,"She was April Dancer in ""The Girl from U.N.C.L.E""' before giving her ""Hart"" to Jonathan",Stephanie Powers
57,1,"Show #164 - Thursday, April 25, 1985",1960,$200,"Patented in 1960, light amplification by stimulated emission of radiation is best known as this",a laser
58,1,"Show #164 - Thursday, April 25, 1985",NUTS,$200,"America's most popular ""nut"", it's really not a nut at all but a legume",a peanut
59,1,"Show #164 - Thursday, April 25, 1985",GOVERNORS,$300,State that elected first Japanese-Amer. governor in U.S. history in '74,Hawaii
60,1,"Show #164 - Thursday, April 25, 1985",4-WORD PHRASES,$300,Frozen confection and bakery concoction served at almost every birthday party,ice cream & cake
61,1,"Show #164 - Thursday, April 25, 1985",THE OLYMPICS,$300,"First ever to win the same title 3 times, Cuba's Theofilo Stevenson was a boxer in this class",heavyweight
62,1,"Show #164 - Thursday, April 25, 1985",TV TRIVIA,$300,Place you'd find Pete Dixon teaching Amer. history at Walt Whitman High,Room 222
63,1,"Show #164 - Thursday, April 25, 1985",1960,$300,"Blacks refusing to stand at a Woolworth's counter in Charlotte, NC spawned this form of protest",a sit-in
64,1,"Show #164 - Thursday, April 25, 1985",GOVERNORS,$400,"Prohibited from serving 2 terms in a row, his wife, Lurleen, ran in his place in '66 and won",George Wallace
65,1,"Show #164 - Thursday, April 25, 1985",4-WORD PHRASES,$400,The best darn dog in the whole bunch of puppies,the pick of the litter
66,1,"Show #164 - Thursday, April 25, 1985",THE OLYMPICS,$400,Year of the 1st modern Olympics,1896
67,1,"Show #164 - Thursday, April 25, 1985",TV TRIVIA,$400,"Though it claimed there were ""8 million stories"" here, this police series filmed only 138",The Naked City
68,1,"Show #164 - Thursday, April 25, 1985",1960,DD: $800,"Conductor whose movie theme arrangements include ""Moulin Rouge"" & 1960's #1 song:",Percy Faith
69,1,"Show #164 - Thursday, April 25, 1985",4-WORD PHRASES,$500,"Recently canceled soap opera which was named for the time it originally aired, 4:30 P.M.",The Edge of Night
70,1,"Show #164 - Thursday, April 25, 1985",THE OLYMPICS,$500,"Unable to walk 'til 8, in braces 'til 11, at age 20 in Rome she won 3 gold medals for sprinting",Wilma Rudolph
71,1,"Show #164 - Thursday, April 25, 1985",TV TRIVIA,$500,"Show which could have been titled ""I'm John Astin, he's Marty Ingels""","I\'m Dickens, He\'s Fenster"
72,1,"Show #164 - Thursday, April 25, 1985",1960,$500,Del Webb established this   1st retirement community outside of Phoenix,Sun City
73,1,"Show #164 - Thursday, April 25, 1985",ANCIENT HISTORY,$200,Achilles was ancestor of this Greek-Macedonian conqueror,Alexander the Great
74,1,"Show #164 - Thursday, April 25, 1985",FAMOUS FAMILIES,$200,"Parents Joe & Katherine not only produced the 5 sons, but co-produced this group's Victory Tour",the Jacksons\' tour
75,1,"Show #164 - Thursday, April 25, 1985",LITERARY QUOTES,$200,"According to Cervantes, ""Every dog has"" it",his day
76,1,"Show #164 - Thursday, April 25, 1985",WASHINGTON D.C.,$200,This president's memorial forms a triangle with Washington and Lincoln's on National Mall,Jefferson
77,1,"Show #164 - Thursday, April 25, 1985","""SIMON""S",$200,Children's game which tests ability to follow directions,Simon Says
78,1,"Show #164 - Thursday, April 25, 1985",CLASSICAL MUSIC,$200,"The largest of these ""grand"" instruments measures about 9 ft. long",a piano
79,1,"Show #164 - Thursday, April 25, 1985",ANCIENT HISTORY,$400,Edward Gibbon is famed for this 6-volume work,The Decline and Fall of the Roman Empire
80,1,"Show #164 - Thursday, April 25, 1985",FAMOUS FAMILIES,$400,"Acting family that includes Sir John, Juliet & Hayley",the Mills
81,1,"Show #164 - Thursday, April 25, 1985",LITERARY QUOTES,$400,"James Whitcomb Riley said they'll ""git you ef you don't watch out""",the goblins
82,1,"Show #164 - Thursday, April 25, 1985",WASHINGTON D.C.,$400,"Originally a 10 mile square, its present shape is due to having returned land to this state",Virginia
83,1,"Show #164 - Thursday, April 25, 1985","""SIMON""S",$400,He had Uncle Tom flogged to death,Simon Legree
84,1,"Show #164 - Thursday, April 25, 1985",CLASSICAL MUSIC,$400,Opera where Count Almaviva has a close shave,The Barber of Seville
85,1,"Show #164 - Thursday, April 25, 1985",ANCIENT HISTORY,$600,Bible critics claim this Babylonian king's code influenced biblical laws,Hammurabi
86,1,"Show #164 - Thursday, April 25, 1985",FAMOUS FAMILIES,"DD: $1,000","Austrian-Amer. family that inspired ""The Sound of Music""",the von Trapp family
87,1,"Show #164 - Thursday, April 25, 1985",LITERARY QUOTES,$600,"""My heart's in the highlands a-chasing the deer,"" wrote this national poet of Scotland",Robert Burns
88,1,"Show #164 - Thursday, April 25, 1985",WASHINGTON D.C.,$600,Hanging around the Smithsonian's Air & Space Museum is this Charles Lindbergh plane,The Spirit of St. Louis
89,1,"Show #164 - Thursday, April 25, 1985","""SIMON""S",$600,Pop singer whose 1972 hit song was allegedly about Warren Beatty,Carly Simon
90,1,"Show #164 - Thursday, April 25, 1985",CLASSICAL MUSIC,$600,"In a waltz, the number of beats to a measure",3
91,1,"Show #164 - Thursday, April 25, 1985",FAMOUS FAMILIES,$800,"Family of 6 brothers, 2 who became college presidents before 1 went to a higher presidency in '52",the Eisenhowers
92,1,"Show #164 - Thursday, April 25, 1985",LITERARY QUOTES,$800,"Emily Dickinson said ""There is no Frigate like"" it ""To take us Lands away""",a Book
93,1,"Show #164 - Thursday, April 25, 1985",WASHINGTON D.C.,$800,The Folger Library houses world's most important collection of works by and about him,William Shakespeare
94,1,"Show #164 - Thursday, April 25, 1985","""SIMON""S",DD: $600,He took over the ailing Pasadena Art Museum & put his name on it,Norton Simon
95,1,"Show #164 - Thursday, April 25, 1985",CLASSICAL MUSIC,$800,"A skilled musician, this 16th c. English king was said to have composed ""Greensleeves""",Henry VIII
96,1,"Show #164 - Thursday, April 25, 1985",FAMOUS FAMILIES,$1000,This California-based family made the headlines as well as printed them in the mid-'70s,the Hearst family
97,1,"Show #164 - Thursday, April 25, 1985",LITERARY QUOTES,$1000,"According to Gray's ""Elegy Written in a Country Church-Yard"", ""The paths of glory lead but to"" there",the grave
98,1,"Show #164 - Thursday, April 25, 1985",WASHINGTON D.C.,$1000,He foresaw a republic of 50 states when engaged to plan the capital in 1791,Pierre L\'Enfant
99,1,"Show #164 - Thursday, April 25, 1985","""SIMON""S",$1000,Nixon & Ford's Treasury Sec'y who headed up U.S. Olympic Committee in '84,William Simon
100,1,"Show #164 - Thursday, April 25, 1985",THE CONSTITUTION,,The first person to sign the Constitution,George Washington
101,1,"Show #163 - Wednesday, April 24, 1985",THE '20s,$100,Pronoun possessed by Clara Bow,it
102,1,"Show #163 - Wednesday, April 24, 1985",ROCK 'N ROLL,$100,"You can do anything to Elvis, but don't step on these",his blue suede shoes
103,1,"Show #163 - Wednesday, April 24, 1985",INDIA,$100,"In Nov. 1982, this Oscar-winning film had its world premiere in New Delhi",Gandhi
104,1,"Show #163 - Wednesday, April 24, 1985",FASHION,$100,This mounted figure appears on Ralph Lauren products,a polo player
105,1,"Show #163 - Wednesday, April 24, 1985",ASTRONOMY,$100,3rd planet from the Sun,the Earth
106,1,"Show #163 - Wednesday, April 24, 1985",STUFFED,$100,Their caps are stuffed as an appetizer,a mushroom
107,1,"Show #163 - Wednesday, April 24, 1985",THE '20s,$200,Shipwreck Kelly excelled at sitting on these,flagpoles
108,1,"Show #163 - Wednesday, April 24, 1985",ROCK 'N ROLL,$200,"""Yummy, Yummy, Yummy"" explemplified this ""sugary"" pre-teen rock style of the late '60s",bubble gum
109,1,"Show #163 - Wednesday, April 24, 1985",INDIA,$200,He sought & taught Nirvana in India 500 years before Christ,Buddha (Siddhārtha Gautama)
110,1,"Show #163 - Wednesday, April 24, 1985",FASHION,$200,Thin model who wound up dancing to Tommy's tune,Twiggy
111,1,"Show #163 - Wednesday, April 24, 1985",ASTRONOMY,$200,"From Greek ""to omit"", the partial or total obscuring of one celestial body by another",an eclipse
112,1,"Show #163 - Wednesday, April 24, 1985",STUFFED,$200,"Stuffed at Roy's museum along with Trigger is this, the family dog",Bullet
113,1,"Show #163 - Wednesday, April 24, 1985",THE '20s,$300,Vernon Castle's dancing partner who originated the bob hairstyle,Irene Castle
114,1,"Show #163 - Wednesday, April 24, 1985",ROCK 'N ROLL,$300,"Popular '50s D.J. who coined the term ""rock 'n' roll""",Alan Freed
115,1,"Show #163 - Wednesday, April 24, 1985",INDIA,DD: $500,This Lawrence Welk chart-topper is named for a city in India:,Calcutta
116,1,"Show #163 - Wednesday, April 24, 1985",FASHION,$300,Ankle stockings that '40s teen-agers wore & were named for,bobbie socks
117,1,"Show #163 - Wednesday, April 24, 1985",ASTRONOMY,$300,Theory that a massive explosion started the universe,the Big Bang
118,1,"Show #163 - Wednesday, April 24, 1985",THE '20s,$400,Car company that also owned the 1st airline to carry mail,the Ford Motor Company
119,1,"Show #163 - Wednesday, April 24, 1985",ROCK 'N ROLL,$400,"In February '61, he had a ""Runaway"" hit",Del Shannon
120,1,"Show #163 - Wednesday, April 24, 1985",FASHION,$400,Medicinal name of Jackie Kennedy's Halston hats,pillbox hats
121,1,"Show #163 - Wednesday, April 24, 1985",ASTRONOMY,$400,Approximately 5.88 trillion miles,a light-year
122,1,"Show #163 - Wednesday, April 24, 1985",ROCK 'N ROLL,$500,"Manager of the most successful group in rock history, which broke up 4 years after his death",Brian Epstein
123,1,"Show #163 - Wednesday, April 24, 1985",FASHION,$500,Menswear used to symbolize conformity in '56 Gregory Peck film title,a gray flannel suit
124,1,"Show #163 - Wednesday, April 24, 1985",ASTRONOMY,$500,"From Greek ""long-haired"", they have tails up to a hundred million miles",a comet
125,1,"Show #163 - Wednesday, April 24, 1985",MATHEMATICS,$200,"By definition, a number is odd if it's not divisible by this",2
126,1,"Show #163 - Wednesday, April 24, 1985",LABOR UNIONS,$200,"In August 1981, President Reagan fired them for striking illegally",PATCO (the air traffic controllers)
127,1,"Show #163 - Wednesday, April 24, 1985",FIRST LINES,$200,"Trio onstage as ""Macbeth"" begins with ""When shall we three meet again?""",the three witches (or the three Weird Sisters)
128,1,"Show #163 - Wednesday, April 24, 1985",ISLANDS,$200,Napoleon escaped from this island to fight another hundred days,Elba
129,1,"Show #163 - Wednesday, April 24, 1985",SIGHT & SOUND,$200,"Light, sound & the sea all travel in them",waves
130,1,"Show #163 - Wednesday, April 24, 1985",RELIGION,$200,The belief that old souls return to Earth in new bodies,reincarnation
131,1,"Show #163 - Wednesday, April 24, 1985",MATHEMATICS,$400,Number above the denominator,a numerator
132,1,"Show #163 - Wednesday, April 24, 1985",LABOR UNIONS,$400,"For nearly 40 years, Australian-born Harry Bridges led this dockworkers' union",the Longshoremen\'s Union
133,1,"Show #163 - Wednesday, April 24, 1985",FIRST LINES,$400,"Man-on-the-street Louis Nye greeted him each week with ""Hi-ho, Steverino!""",Steve Allen
134,1,"Show #163 - Wednesday, April 24, 1985",ISLANDS,$400,"In 1972, the United States returned this island to Japan",Okinawa
135,1,"Show #163 - Wednesday, April 24, 1985",SIGHT & SOUND,$400,Early version of a hearing aid named for the musical instrument it resembled,a trumpet
136,1,"Show #163 - Wednesday, April 24, 1985",MATHEMATICS,$600,"In pi, digit which follows 3.1",4
137,1,"Show #163 - Wednesday, April 24, 1985",LABOR UNIONS,"DD: $1,200","Construction trade of first AFL-CIO chief, George Meany",plumbing
138,1,"Show #163 - Wednesday, April 24, 1985",FIRST LINES,$600,"Famous document that opens, ""When in the course of human events""",the Declaration of Independence
139,1,"Show #163 - Wednesday, April 24, 1985",ISLANDS,$600,Large Canadian city on a St. Lawrence River island of the same name,Montreal
140,1,"Show #163 - Wednesday, April 24, 1985",SIGHT & SOUND,$600,Electronically recorded visual record of the human voice now used for identification of criminals,a voiceprint
141,1,"Show #163 - Wednesday, April 24, 1985",MATHEMATICS,$800,The side of a right triangle opposite the right angle,the hypotenuse
142,1,"Show #163 - Wednesday, April 24, 1985",FIRST LINES,$800,"Before this series self-destructed, it opened, ""Good morning, Mr. Phelps""",Mission: Impossible
143,1,"Show #163 - Wednesday, April 24, 1985",ISLANDS,"DD: $1,000","For over 200 years, Knights of St. John ruled this Med. island for which they are also named",Malta
144,1,"Show #163 - Wednesday, April 24, 1985",SIGHT & SOUND,$800,Kind of vision used to see object to the side while looking straight ahead,peripheral vision
145,1,"Show #163 - Wednesday, April 24, 1985",MATHEMATICS,$1000,Number represented by 10 in a binary system,2
146,1,"Show #163 - Wednesday, April 24, 1985",FIRST LINES,$1000,"Poet whose ""Sonnet on His Blindness"" begins, ""When I consider how my light is spent""",John Milton
147,1,"Show #163 - Wednesday, April 24, 1985",SIGHT & SOUND,$1000,This part of the eye operates like the diaphragm of a camera to regulate the amount of light received,the iris
148,1,"Show #163 - Wednesday, April 24, 1985",ROYALTY,,"Queen Elizabeth II's father, he became this king when his brother abdicated the throne",George VI
149,1,"Show #162 - Tuesday, April 23, 1985",WEATHER,$100,"While a cannon shot may be heard 50 or more miles away, this rarely heard beyond 20",thunder
150,1,"Show #162 - Tuesday, April 23, 1985",TV TRIVIA,$100,"The ""Hollywood Squares"" board symbol for the male contestant",an X
151,1,"Show #162 - Tuesday, April 23, 1985",50TH ANNIVERSARIES,$100,"Oct. 10, 1985 marks the 50th anniversary of the opening of this Gershwin opera",Porgy and Bess
152,1,"Show #162 - Tuesday, April 23, 1985",MOVIE COMPOSERS,$100,This Beatle gave his music & regards to Broad Street,Paul McCartney
153,1,"Show #162 - Tuesday, April 23, 1985","""T"" TIME",$100,"The covering of a mattress, or the sound of a clock",ticking
154,1,"Show #162 - Tuesday, April 23, 1985",WEATHER,$200,Direction of spin of a cyclone in the Northern Hemisphere,anticlockwise (counterclockwise)
155,1,"Show #162 - Tuesday, April 23, 1985",TV TRIVIA,$200,"On ""Captain Video"", the imaginatively named ""Tobor"" was this",a robot
156,1,"Show #162 - Tuesday, April 23, 1985",50TH ANNIVERSARIES,$200,"Founded in 1935, it's concerned with helping people achieve & maintain sobriety",Alcoholics Anonymous
157,1,"Show #162 - Tuesday, April 23, 1985",MOVIE COMPOSERS,$200,There's something fishy about John Williams' score for this 1975 film,Jaws
158,1,"Show #162 - Tuesday, April 23, 1985","""T"" TIME",$200,"In football or pulleys, it pairs with block",tackle
159,1,"Show #162 - Tuesday, April 23, 1985",WEATHER,$300,Term for frozen dew,frost
160,1,"Show #162 - Tuesday, April 23, 1985",TV TRIVIA,$300,"Knighted by the queen, this familiar PBS host can't be called ""Sir"" because he's now a U.S. citizen",Alistair Cooke
161,1,"Show #162 - Tuesday, April 23, 1985",50TH ANNIVERSARIES,$300,"If you were working when this gov't prog. was started 50 years ago, you're probably on it now",Social Security
162,1,"Show #162 - Tuesday, April 23, 1985",MOVIE COMPOSERS,$300,"Bernard Hermann scored 1st with ""Citizen Kane"" & last with this '76 De Niro film about a cabbie",Taxi Driver
163,1,"Show #162 - Tuesday, April 23, 1985","""T"" TIME",$300,"Completes ""All the little birdies on Jaybird Street, love to hear the robin go...""","tweet, tweet, tweet"
164,1,"Show #162 - Tuesday, April 23, 1985",WEATHER,$400,This Italian's invention of the wind vane about 1500 changed the direction of forecasting,Leonardo da Vinci
165,1,"Show #162 - Tuesday, April 23, 1985",TV TRIVIA,DD: $500,Tom Lehrer songs were a feature of this mid-'60s news satire nicknamed TW3,That Was the Week That Was
166,1,"Show #162 - Tuesday, April 23, 1985",50TH ANNIVERSARIES,$400,"Founded by John L. Lewis, 1985 is the 50th anniversary of this association of labor groups",the CIO
167,1,"Show #162 - Tuesday, April 23, 1985",MOVIE COMPOSERS,$400,"Appropriately, this diminutive singer wrote the score for ""Bugsy Malone"", an all-kids musical",Paul Williams
168,1,"Show #162 - Tuesday, April 23, 1985","""T"" TIME",$400,Headaches & hearts do it,a throb
169,1,"Show #162 - Tuesday, April 23, 1985",WEATHER,$500,"It happened to W.C. Fields when he opened his door & said, ""It ain't a fit night out for man nor beast""",snow getting in his face
170,1,"Show #162 - Tuesday, April 23, 1985",TV TRIVIA,$500,He was fired from Abbott & Costello show after biting Costello,Bingo the Chimp
171,1,"Show #162 - Tuesday, April 23, 1985",MOVIE COMPOSERS,$500,"His uncle Alfred won an Oscar for ""Alexander's Ragtime Band"" while he was nominated for ""Ragtime""",Randy Newman
172,1,"Show #162 - Tuesday, April 23, 1985","""T"" TIME",$500,"In British rhyming slang, a ""tea-leaf"" is one; on television, Alexander Mundy is one",a thief
173,1,"Show #162 - Tuesday, April 23, 1985",MONEY,$200,"According to 1 Timothy, it's ""the love of money"" that is this",the root of all evil
174,1,"Show #162 - Tuesday, April 23, 1985",RUSSIA,$200,St. Basil's church towers over this Moscow plaza,Red Square
175,1,"Show #162 - Tuesday, April 23, 1985",BEST SELLERS,$200,"Studs Terkel calls it ""The Good War"" in his recent best-seller",World War II
176,1,"Show #162 - Tuesday, April 23, 1985",PRESIDENTS,$200,Benjamin Harrison was this relation to William Henry Harrison,the grandson
177,1,"Show #162 - Tuesday, April 23, 1985",SUPERSTITIONS,$200,What you traditionally place in your loafer for luck,a penny
178,1,"Show #162 - Tuesday, April 23, 1985",WOMEN IN HISTORY,$400,"Nickname given South Vietnam's Madame Nhu, derived from a character in ""Terry & the Pirates""",the Dragon Lady
179,1,"Show #162 - Tuesday, April 23, 1985",MONEY,$400,"Used as money in Canada from 1685 to 1755, they were as valuable as diamonds, hearts clubs & spades",playing cards
180,1,"Show #162 - Tuesday, April 23, 1985",RUSSIA,$400,"Russian for ""union"", it's also the name of their space program",Soyuz
181,1,"Show #162 - Tuesday, April 23, 1985",BEST SELLERS,$400,"After spinning his ""Wheels"", this author now prescribes ""Strong Medicine""",Arthur Hailey
182,1,"Show #162 - Tuesday, April 23, 1985",PRESIDENTS,$400,Only president to be impeached,Andrew Johnson
183,1,"Show #162 - Tuesday, April 23, 1985",SUPERSTITIONS,$400,"When thrown instead of eaten, it ensures a couple will have many children",rice
184,1,"Show #162 - Tuesday, April 23, 1985",WOMEN IN HISTORY,$600,"First woman elected to both houses of Congress, she represented Maine in Senate for 24 years",Margaret Chase Smith
185,1,"Show #162 - Tuesday, April 23, 1985",MONEY,$600,England has announced during 1985 it will be replacing this with an equivalent coin,the pound note
186,1,"Show #162 - Tuesday, April 23, 1985",RUSSIA,$600,"In 1977, he became Chairman of the Presidium of the Supreme Soviet & remained so until his death in 1982",Leonid Brezhnev
187,1,"Show #162 - Tuesday, April 23, 1985",BEST SELLERS,$600,"Alice Adams' new novel ""Superior Women"" does to Radcliffe grads what this Mary McCarthy book did to Vassar",The Group
188,1,"Show #162 - Tuesday, April 23, 1985",PRESIDENTS,$600,"Our 28th president's last, or President Reagan's middle name",Wilson
189,1,"Show #162 - Tuesday, April 23, 1985",SUPERSTITIONS,$600,It's never mentioned during a no-hitter,the fact that it is a no-hitter
190,1,"Show #162 - Tuesday, April 23, 1985",MONEY,$800,Amount of crooked money the crooked man found in children's rhyme,a sixpence
191,1,"Show #162 - Tuesday, April 23, 1985",RUSSIA,$800,These mountains form the natural boundary between European Russia & Asian Siberia,the Urals
192,1,"Show #162 - Tuesday, April 23, 1985",BEST SELLERS,$800,"In this Mario Puzo #1 best-seller, the hero is an independent outlaw who bucks the Mafia",The Sicilian
193,1,"Show #162 - Tuesday, April 23, 1985",PRESIDENTS,$800,"Only president elected to a Congress other than that of U.S., John Tyler was elected to this one",the Confederate Congress
194,1,"Show #162 - Tuesday, April 23, 1985",SUPERSTITIONS,$800,"""Port Wine"" or ""Strawberry"", some say these are caused by a pregnant woman eating the wrong things",a birthmark
195,1,"Show #162 - Tuesday, April 23, 1985",WOMEN IN HISTORY,$1000,"Indira Gandhi's aunt, Madame Pandit, was 1st woman president of this body",U.N. General Assembly
196,1,"Show #162 - Tuesday, April 23, 1985",RUSSIA,"DD: $1,000","Part of the Central Committee, it is the most powerful body in the Soviet Union",the Politburo
197,1,"Show #162 - Tuesday, April 23, 1985",BEST SELLERS,$1000,"In the latest in a list of best-sellers, this humorist gives us ""Pieces of My Mind""",Andy Rooney
