,season,episode,category,value,clue,answer
89,9,"Show #2064 - Thursday, July 22, 1993",BRAWN,$500,"This ""Mania""-creating wrestler was born Terry Gene Bollea in 1953",Hulk Hogan
90,9,"Show #2064 - Thursday, July 22, 1993",REAL NAMES ON THE MARQUEE,$500,"Bernard Schwartz & Jeanette Morrison in ""Houdini""",Tony Curtis & Janet Leigh
91,9,"Show #2064 - Thursday, July 22, 1993",WORLD WAR II,$200,"On May 27, 1941 torpedoes from the cruiser Dorsetshire finished off this German battleship",Bismarck
92,9,"Show #2064 - Thursday, July 22, 1993",CLASSICAL MUSIC,$200,"The ""van"" in his name was from the Dutch, not the German",Beethoven
93,9,"Show #2064 - Thursday, July 22, 1993",MOUNTAINS,$200,"A 1954 survey by the Indian government set its official height at 29,028 feet",Mount Everest
94,9,"Show #2064 - Thursday, July 22, 1993",BUSINESS & INDUSTRY,$200,"Despite filing for bankruptcy, this retailer's 1992 Thanksgiving Day Parade went off without a hitch",Macy\'s
95,9,"Show #2064 - Thursday, July 22, 1993",TELEVISION NOSTALGIA,$200,"Earl Hamner Jr., later creator of ""The Waltons"", wrote 8 scripts for this Rod Serling series",The Twilight Zone
96,9,"Show #2064 - Thursday, July 22, 1993",LITERATURE,$200,His was the first voice Robinson Crusoe heard in 25 years on the island,Friday
97,9,"Show #2064 - Thursday, July 22, 1993",WORLD WAR II,$400,In late May 1943 U.S. forces recaptured Attu in this island chain from the Japanese,Aleutian Islands
98,9,"Show #2064 - Thursday, July 22, 1993",CLASSICAL MUSIC,$400,"His 1st opera, ""La Finta Semplice"", was composed for Vienna, but was 1st performed in Salzburg",Mozart
99,9,"Show #2064 - Thursday, July 22, 1993",MOUNTAINS,$400,Its eruption in 1980 was the first in the 48 contiguous states since Lassen Peak in 1921,Mount St. Helens
100,9,"Show #2064 - Thursday, July 22, 1993",BUSINESS & INDUSTRY,$400,In 1900 this company lit up New York City with an electric sign--a 40' pickle,Heniz
101,9,"Show #2064 - Thursday, July 22, 1993",TELEVISION NOSTALGIA,$400,"This con man was staff sergeant of the motor pool at Fort Baxter, Kansas",Sgt. Bilko
102,9,"Show #2064 - Thursday, July 22, 1993",LITERATURE,$400,"Horace Walpole's 1764 ""The Castle of Otranto"" was the 1st of these novels with violence & gloomy settings",gothic
103,9,"Show #2064 - Thursday, July 22, 1993",WORLD WAR II,$600,"This French general entered Paris Aug. 25, 1944 & marched in a parade despite snipers",Charle de Gaulle
104,9,"Show #2064 - Thursday, July 22, 1993",CLASSICAL MUSIC,$600,"Most of Haydn's works were written while he was a court composer in Eisenstadt, now in this country",Austria
105,9,"Show #2064 - Thursday, July 22, 1993",MOUNTAINS,$600,One of the most thickly populated areas in Sicily surrounds this volcano,Mount Etna
106,9,"Show #2064 - Thursday, July 22, 1993",BUSINESS & INDUSTRY,$600,"Nicknamed ""Manny Hanny"", it merged with Chemical Bank in 1992 to create the 3rd-largest bank in the U.S.",Manufacturers Hanover
107,9,"Show #2064 - Thursday, July 22, 1993",LITERATURE,$600,"Henry Fielding's first wife, Charlotte, was the model for Sophia in this 1749 novel",Tom Jones
108,9,"Show #2064 - Thursday, July 22, 1993",WORLD WAR II,$800,"Operation Barbarossa, Germany's attack on this country, began June 22, 1941",USSR
109,9,"Show #2064 - Thursday, July 22, 1993",CLASSICAL MUSIC,$800,"This lieder composer gave his first public concert March 26, 1828, it was a success",Schubert
110,9,"Show #2064 - Thursday, July 22, 1993",MOUNTAINS,$800,It's the highest mountain in the world named for a U.S. president,Mount McKinley
111,9,"Show #2064 - Thursday, July 22, 1993",BUSINESS & INDUSTRY,$800,"In Japan Bridgestone not only ranks no. 1 in tires, but in these vehicles as well",bicycles
112,9,"Show #2064 - Thursday, July 22, 1993",LITERATURE,$800,"In this Jane Austen novel, Mrs. Bennet tries to find a husband for each of her 5 daughters",Pride and Prejudice
113,9,"Show #2064 - Thursday, July 22, 1993",WORLD WAR II,$1000,"After the attack on Pearl Harbor, he was named Commander in Chief of the U.S Pacific Fleet",(Chester) Nimitz
114,9,"Show #2064 - Thursday, July 22, 1993",CLASSICAL MUSIC,$1000,"Russian composer of ""Rhapsody on a Theme by Pagnini"" who became a U.S. cit. just before his death in 1943",Rachmaninoff
115,9,"Show #2064 - Thursday, July 22, 1993",MOUNTAINS,"DD: $1,100","State in which you'd find 3,290-foot Mount Oglethorpe",Georgia
116,9,"Show #2064 - Thursday, July 22, 1993",BUSINESS & INDUSTRY,"DD: $1,200","General Telephone added ""Electronics"" to its name after acquiring this light bulb company in 1959",Sylvania
117,9,"Show #2064 - Thursday, July 22, 1993",QUOTES OF THE 1960s,,"He once told Newsweek, ""I have no country. For me a country is just a place to dance""",Nureyev
118,9,"Show #2063 - Wednesday, July 21, 1993",U.S. PRESIDENTS,$100,In 1976 he became the first Deep Southerner elected president since before the Civil War,Jimmy Carter
119,9,"Show #2063 - Wednesday, July 21, 1993",4-LETTER WORDS,$100,Fly an aircraft without a companion or instructor,solo
120,9,"Show #2063 - Wednesday, July 21, 1993",SIGNS & SYMBOLS,$100,Wedding guests throw this at a newly married couples because it's a symbol of fertility,rice
121,9,"Show #2063 - Wednesday, July 21, 1993",BOTANY,$100,This external covering on the giant sequoia is over a foot & a half thick,bark
122,9,"Show #2063 - Wednesday, July 21, 1993",ODDS & ENDS,$100,"d-CON considers its new Ultra Set to be the ""better"" one of these people are looking for",a mousetrap
123,9,"Show #2063 - Wednesday, July 21, 1993",CELEBRITY COMMON BONDS,$100,"Frank Langella,Christopher Lee,Bela Lugosi",they all played Dracula
124,9,"Show #2063 - Wednesday, July 21, 1993",U.S. PRESIDENTS,$200,In Feb. 1993 Margaret Thatcher was on hand to help this former president celebrate his 82nd birthday,Ronald Reagan
125,9,"Show #2063 - Wednesday, July 21, 1993",4-LETTER WORDS,$200,A spoiled child or a small sausage,a brat
126,9,"Show #2063 - Wednesday, July 21, 1993",SIGNS & SYMBOLS,$200,This sign of the zodiac is symbolized by 2 fish swimming in opposite directions,Pisces
127,9,"Show #2063 - Wednesday, July 21, 1993",BOTANY,$200,"Honey guides, spots or lines on flower petals, direct insects to this sugary substance",nectar
128,9,"Show #2063 - Wednesday, July 21, 1993",ODDS & ENDS,$200,"In January 1993 ""Le Penseur"" traveled from Paris to Peking as part of an exhibit of this sculptor's art",Rodin
129,9,"Show #2063 - Wednesday, July 21, 1993",CELEBRITY COMMON BONDS,$200,"Bess Myerson,Lee Meriwether,Mary Ann Mobley",Miss America
130,9,"Show #2063 - Wednesday, July 21, 1993",U.S. PRESIDENTS,$300,"After resigning as Assistant Secretary of the Navy in 1898, he helped organize the Rough Riders",Teddy Roosevelt
131,9,"Show #2063 - Wednesday, July 21, 1993",4-LETTER WORDS,$300,A sharp spasm of pain; you might feel a hunger one,a pang
132,9,"Show #2063 - Wednesday, July 21, 1993",SIGNS & SYMBOLS,$300,"This mythical beast seen at the end of ""Jeopardy!"" credits is a symbol of wisdom",a griffin
133,9,"Show #2063 - Wednesday, July 21, 1993",BOTANY,$300,Fungi such as mushrooms differ from green plants in that they don't contain this pigment,chlorophyll
134,9,"Show #2063 - Wednesday, July 21, 1993",ODDS & ENDS,$300,"In December 1992 San Francisco added 3 new ones of these to its fleet, the first since 1914",cable cars
135,9,"Show #2063 - Wednesday, July 21, 1993",CELEBRITY COMMON BONDS,$300,"Patti,Maxine,Laverne",the Andrews Sisters
136,9,"Show #2063 - Wednesday, July 21, 1993",U.S. PRESIDENTS,$400,"He said, ""If you don't say anything, you won't be called on to repeat it""; that's why he was ""silent""",Calvin Coolidge
137,9,"Show #2063 - Wednesday, July 21, 1993",4-LETTER WORDS,$400,A Spanish exclamation of approval or a paper towel from Scott,viva
138,9,"Show #2063 - Wednesday, July 21, 1993",SIGNS & SYMBOLS,$400,A lion holds one of these symbols of Canada on Canada's coat of arms,a maple leaf
139,9,"Show #2063 - Wednesday, July 21, 1993",BOTANY,$400,"The potato is an example of this short, swollen part of a stem that grows underground",a tuber
140,9,"Show #2063 - Wednesday, July 21, 1993",ODDS & ENDS,$400,"This part of speech has relative, personal & indefinite types",pronouns
141,9,"Show #2063 - Wednesday, July 21, 1993",CELEBRITY COMMON BONDS,$400,"Vivien Leigh,Karl Malden,Kim Hunter",A Streetcar Named Desire
142,9,"Show #2063 - Wednesday, July 21, 1993",U.S. PRESIDENTS,$500,"He was born August 20, 1833 at the Ohio home of his grandfather who was also president",Benjamin Harrison
143,9,"Show #2063 - Wednesday, July 21, 1993",4-LETTER WORDS,$500,The hinged bar on a typewriter or printer that holds the paper against the platen,a bail
144,9,"Show #2063 - Wednesday, July 21, 1993",SIGNS & SYMBOLS,$500,"An official seal placed on a document in lieu of a signature, or the kind of ring used to impress it",a signet
145,9,"Show #2063 - Wednesday, July 21, 1993",BOTANY,"DD: $1,500","The offspring of 2 genetically different parents are called these, like some popular roses",hybrids
146,9,"Show #2063 - Wednesday, July 21, 1993",ODDS & ENDS,$500,"This panda, the oldest outside China, died December 30, 1992 at age 23",Ling Ling
147,9,"Show #2063 - Wednesday, July 21, 1993",CELEBRITY COMMON BONDS,$500,"Debbie Reynolds,Elizabeth Taylor,Connie Stevens",married to Eddie Fisher
148,9,"Show #2063 - Wednesday, July 21, 1993",THE 1950s,$200,"A Carpenter, a Cooper & a Shepard were among this famous septet chosen in 1959",the Mercury Seven astronauts
149,9,"Show #2063 - Wednesday, July 21, 1993",GEOGRAPHY,$200,Port Said & Port Fuad lie opposite each other at the northern end of this canal,the Suez Canal
150,9,"Show #2063 - Wednesday, July 21, 1993",BOOKS & AUTHORS,$200,"Napoleon, a boar, becomes dictator in this 1945 George Orwell novel",Animal Farm
151,9,"Show #2063 - Wednesday, July 21, 1993",JAZZ,$200,"A 1957 4-album set tracing his career was titled ""Satchmo: A Musical Autobiography""",Louis Armstrong
152,9,"Show #2063 - Wednesday, July 21, 1993",WINSTON CHURCHILL,$200,"Churchill's mother, Jennie Jerome, was a native of this country",the United States
153,9,"Show #2063 - Wednesday, July 21, 1993",GREEK TRAGEDY & COMEDY,$200,These costume accessories that covered the actors' heads had open mouths & attached hair,masks
154,9,"Show #2063 - Wednesday, July 21, 1993",THE 1950s,$400,"This 2-time pres. candidate said, ""Eggheads of the world, unite. You have nothing to lose but your yolks""",Adlai Stevenson
155,9,"Show #2063 - Wednesday, July 21, 1993",GEOGRAPHY,$400,Ukerewe is the largest island in this largest African Lake,Lake Victoria
156,9,"Show #2063 - Wednesday, July 21, 1993",BOOKS & AUTHORS,$400,"A British edition of his ""Martian Chronicles"" was called ""The Silver Locusts""",Ray Bradbury
157,9,"Show #2063 - Wednesday, July 21, 1993",JAZZ,$400,"In 1969 this drummer's ""Buddy and Soul"" album was nominated for a Grammy",Buddy Rich
158,9,"Show #2063 - Wednesday, July 21, 1993",WINSTON CHURCHILL,$400,"In 1938 Churchill told this prime minister, ""You have chosen dishonor, and you will have war""",Chamberlain
159,9,"Show #2063 - Wednesday, July 21, 1993",GREEK TRAGEDY & COMEDY,$400,Around 420 B.C. Euripides wrote a play about one of these one-eyed giants,cyclops
160,9,"Show #2063 - Wednesday, July 21, 1993",THE 1950s,$600,Among the top musicals of 1955 was this one combining baseball & the devil,Damn Yankees
161,9,"Show #2063 - Wednesday, July 21, 1993",GEOGRAPHY,$600,The Bosporus Bridge links the European & Asian parts of this city,Istanbul
162,9,"Show #2063 - Wednesday, July 21, 1993",BOOKS & AUTHORS,$600,This 1954 William Golding novel is set on a deserted island after a nuclear war,Lord of the Flies
163,9,"Show #2063 - Wednesday, July 21, 1993",JAZZ,$600,"In 1938, she recorded her first hit ""A-Tisket A-Tasket"", with Chick Webb's band",Ella Fitzgerald
164,9,"Show #2063 - Wednesday, July 21, 1993",WINSTON CHURCHILL,$600,"Completes Churchill's line about the RAF ""Never in the field of human conflict was so much owed...""",by so many to so few
165,9,"Show #2063 - Wednesday, July 21, 1993",GREEK TRAGEDY & COMEDY,"DD: $1,500",It's believed that this group consisted of 12 speakers until Sophocles added 3 more to the line,the chorus
166,9,"Show #2063 - Wednesday, July 21, 1993",THE 1950s,$800,In 1959 Prince Rainier III made this former king of Egypt a citizen of Monaco,King Farouk
167,9,"Show #2063 - Wednesday, July 21, 1993",GEOGRAPHY,$800,Jordan is landlocked except for a small stretch of coastline on this gulf,the Gulf of Aqaba
168,9,"Show #2063 - Wednesday, July 21, 1993",BOOKS & AUTHORS,$800,"In 1991 the Soviet gov't dropped its treason charge against this exiled author of ""Cancer Ward""",Solzhenitsyn
169,9,"Show #2063 - Wednesday, July 21, 1993",JAZZ,$800,"In 1961 his quartet had a pop hit with ""Take Five""",Dave Brubeck
170,9,"Show #2063 - Wednesday, July 21, 1993",WINSTON CHURCHILL,$800,Churchill's January 1965   state funeral was held at this London church built by Christopher Wren,St. Paul\'s Cathedral
171,9,"Show #2063 - Wednesday, July 21, 1993",GREEK TRAGEDY & COMEDY,$800,"The ""Oresteia"" is a trilogy of plays about this man, Agamemnon's son",Orestes
172,9,"Show #2063 - Wednesday, July 21, 1993",THE 1950s,"DD: $3,000",In 1950 he became general manager of the Metropolitan Opera,Rudolf Bing
173,9,"Show #2063 - Wednesday, July 21, 1993",GEOGRAPHY,$1000,K2 is also known by this name after its first surveyor,Mount Godwin Austen
174,9,"Show #2063 - Wednesday, July 21, 1993",BOOKS & AUTHORS,$1000,"He dedicated ""Babbitt"" to fellow author Edith Wharton",Sinclair Lewis
175,9,"Show #2063 - Wednesday, July 21, 1993",JAZZ,$1000,"For over 40 years, ""One O'Clock Jump"" served as this bandleader's theme",Count Basie
176,9,"Show #2063 - Wednesday, July 21, 1993",WINSTON CHURCHILL,$1000,At 18 Churchill entered this British military college where he graduated 20th in a class of 130,Sandhurst
177,9,"Show #2063 - Wednesday, July 21, 1993",GREEK TRAGEDY & COMEDY,$1000,"This master of old comedy wrote many plays, but ""The Birds"" is one of only 11 that have survived",Aristophanes
178,9,"Show #2063 - Wednesday, July 21, 1993",ARCHITECTURE,,"This complex was built between 1631 & 1654 at a cost of about 40,000,000 rupees",the Taj Mahal
179,9,"Show #2062 - Tuesday, July 20, 1993",JESUS,$100,All 4 gospels agree that Jesus died on this day of the week,Friday
180,9,"Show #2062 - Tuesday, July 20, 1993",SONGS FROM MUSICALS,$100,"""The Lonely Goatherd""&""Do-Re-Mi""",The Sound of Music
